Model,Parameters,Accuracy,PrecisionRise,PrecisionFall,PrecisionStay,RecallRise,RecalFall,RecalStay,F1Rise,F1Fall,F1Stay
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 8 min_samples_split: 4 min_samples_leaf: 5,0.39325842696629215,0.3637685872280289,0.40023286818412795,0.4077425271928055,0.3324561403508772,0.3089285714285714,0.5192307692307692,0.347318479836132,0.34795464727054665,0.4564330165628617
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 8 min_samples_split: 5 min_samples_leaf: 1,0.3963483146067416,0.3841045831397637,0.3913794319664873,0.4071803447753627,0.3587719298245614,0.30625,0.5069230769230769,0.3709356976444206,0.3434797550523778,0.4515383109123611
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 8 min_samples_split: 5 min_samples_leaf: 2,0.3929775280898876,0.371271021746993,0.4018551706476976,0.40196664110389096,0.3350877192982456,0.3178571428571429,0.5084615384615384,0.35208422584983395,0.3545359693123807,0.4488656416694923
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 8 min_samples_split: 5 min_samples_leaf: 3,0.398876404494382,0.37756083809143387,0.391634283095224,0.4168521376473926,0.3464912280701754,0.3098214285714286,0.5215384615384615,0.36122257520882456,0.3457476735140382,0.4631761789743651
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 8 min_samples_split: 5 min_samples_leaf: 4,0.39578651685393257,0.3698058039700409,0.4055543515319621,0.4071947123895671,0.3421052631578947,0.3098214285714286,0.5169230769230768,0.35529416727203994,0.3510520937585743,0.455407780832651
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 8 min_samples_split: 5 min_samples_leaf: 5,0.3921348314606742,0.3594713316978565,0.4053191746495725,0.40629520495570254,0.3298245614035088,0.31339285714285714,0.5146153846153846,0.3436546308437395,0.35333517803345377,0.4539496151383352
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 9 min_samples_split: 2 min_samples_leaf: 1,0.4005617977528089,0.3852516094370185,0.408292375727669,0.4068504224444179,0.34385964912280703,0.31607142857142856,0.523076923076923,0.3630711984855913,0.35596743657429625,0.4576284969155298
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 9 min_samples_split: 2 min_samples_leaf: 2,0.3921348314606742,0.380491765132901,0.3906990010670615,0.3997792960726903,0.35000000000000003,0.29732142857142857,0.5107692307692308,0.3645044190360225,0.3374465757133573,0.4484371944762274
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 9 min_samples_split: 2 min_samples_leaf: 3,0.3943820224719101,0.3638807595054562,0.4025653910959175,0.409925615026759,0.3359649122807017,0.3142857142857142,0.5146153846153846,0.3492245327046588,0.3524744630979906,0.456212678541344
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 9 min_samples_split: 2 min_samples_leaf: 4,0.3887640449438202,0.3625377406188867,0.4005789948099716,0.3992593457800827,0.3315789473684211,0.3151785714285715,0.5023076923076923,0.3462277333091138,0.3526010415534083,0.444862636093974
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 9 min_samples_split: 2 min_samples_leaf: 5,0.3994382022471911,0.3728680327403344,0.4118696947181836,0.4102774995066125,0.34298245614035083,0.3107142857142857,0.5253846153846153,0.3571825550023843,0.3536431800885744,0.4606611479158701
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 9 min_samples_split: 3 min_samples_leaf: 1,0.3946629213483146,0.3685407368753519,0.4053085573861544,0.4053073007059057,0.3359649122807017,0.3160714285714286,0.5138461538461538,0.3514324769860734,0.35494599482421274,0.4531166540599864
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 9 min_samples_split: 3 min_samples_leaf: 2,0.397752808988764,0.3858000052970417,0.3955820164697289,0.4068610231302478,0.3614035087719298,0.2946428571428571,0.5184615384615384,0.3730750042615323,0.3373881299744718,0.4557731113555853
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 9 min_samples_split: 3 min_samples_leaf: 3,0.3904494382022472,0.35748807761488777,0.3948945835241845,0.4096184064287973,0.3298245614035088,0.3116071428571429,0.5115384615384615,0.3429151398567718,0.3481591422233837,0.4548706394415379
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 9 min_samples_split: 3 min_samples_leaf: 4,0.402247191011236,0.3755965939056195,0.4193550676694728,0.4098545536582385,0.3438596491228071,0.3214285714285715,0.5230769230769231,0.3589075375294607,0.3634622381445688,0.4594718472685507
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 9 min_samples_split: 3 min_samples_leaf: 5,0.39550561797752815,0.37226076115808004,0.4093904588604519,0.4034595782140021,0.34210526315789475,0.3107142857142858,0.5153846153846153,0.3562968705568597,0.3530242989545088,0.4525134790386095
Custom Model,target percentage lr 0.001 epochs 30 optimizer Adam max_depth: 9 min_samples_split: 4 min_samples_leaf: 1,0.397752808988764,0.3805107718037399,0.3947786220421478,0.41058382698696383,0.35,0.3107142857142857,0.5146153846153846,0.3643948425531258,0.34744926749003296,0.4566695320674814
