date,open_price,close_price,market_volume,market_cap,dayOfWeek_sin,dayOfWeek_cos,is_Weekend,num_of_transaction,d_num_of_transaction,miners_revenue,d_miners_revenue,output_volume,d_output_volume,total_trans_fees,d_total_trans_fees,bitcoin_trends,d_bitcoin_trends,crypto_trends,d_crypto_trends,tweet_volume,nonzero_neutral_tweet,nonzero_positive_tweet,nonzero_negative_tweet,nonzero_compound_tweet,sum_positive_mul_follow,sum_neutral_mul_follow,sum_negative_mul_follow,sum_compound_mul_follow,sum_positive,sum_neutral,sum_negative,sum_compound,avg_sum_positive,avg_sum_neutral,avg_sum_negative,avg_sum_compound,avg_sum_nonzero_positive,avg_sum_nonzero_neutral,avg_sum_nonzero_negative,avg_sum_nonzero_compound,avg_sum_positive_mul_follow,avg_sum_neutral_mul_follow,avg_sum_negative_mul_follow,avg_sum_compound_mul_follow,avg_sum_nonzero_positive_mul_follow,avg_sum_nonzero_neutral_mul_follow,avg_sum_nonzero_negative_mul_follow,avg_sum_nonzero_compound_mul_follow,cobalt_price,d_cobalt_price,oil_price,d_oil_price,amd_price,amd_volume,d_amd_price,d_amd_volume,intel_price,intel_volume,d_intel_price,d_intel_volume,nvidia_price,nvidia_volume,d_nvidia_price,d_nvidia_volume,sum_clheaders_negative,sum_clheaders_positive,sum_clheaders_neutral,sum_clheaders_compound,avg_clheaders_negative,avg_clheaders_positive,avg_clheaders_neutral,avg_clheaders_compound,sum_headers_negative,sum_headers_positive,sum_headers_neutral,sum_headers_compound,avg_headers_negative,avg_headers_positive,avg_headers_neutral,avg_headers_compound,sum_clcontents_negative,sum_clcontents_positive,sum_clcontents_neutral,sum_clcontents_compound,avg_clcontents_negative,avg_clcontents_positive,avg_clcontents_neutral,avg_clcontents_compound,sum_contents_negative,sum_contents_positive,sum_contents_neutral,sum_contents_compound,avg_contents_negative,avg_contents_positive,avg_contents_neutral,avg_contents_compound,fear_factor_index,fear_factor_class,d_fear_factor,btccash_open_price,btccash_close_price,btccash_volume,btccash_market_cap,d_btccash_open_price,d_btccash_close_price,d_btccash_volume,d_btccash_market_cap,ethereum_open_price,ethereum_close_price,ethereum_volume,ethereum_market_cap,d_ethereum_open_price,d_ethereum_close_price,d_ethereum_volume,d_ethereum_market_cap,litecoin_open_price,litecoin_close_price,litecoin_volume,litecoin_market_cap,d_litecoin_open_price,d_litecoin_close_price,d_litecoin_volume,d_litecoin_market_cap,maker_open_price,maker_close_price,maker_volume,maker_market_cap,d_maker_open_price,d_maker_close_price,d_maker_volume,d_maker_market_cap,monero_open_price,monero_close_price,monero_volume,monero_market_cap,d_monero_open_price,d_monero_close_price,d_monero_volume,d_monero_market_cap,xrp_open_price,xrp_close_price,xrp_volume,xrp_market_cap,d_xrp_open_price,d_xrp_close_price,d_xrp_volume,d_xrp_market_cap
2019-03-26,3969.23,3985.08,10707678815.0,70184147203.0,0.7818314824680298,0.6234898018587336,0,366415,0,6732627,0,1262326,0,36,0,17,0,32,0,72635,72616,40533,17134,36761,31365295.469,358858742.105,16170375.675999999,48959628.851900004,6789.477,63613.560999999994,2215.836,15461.908000000001,0.09347390376540235,0.8757976319955944,0.030506450058511735,0.2128713154815172,0.16750492191547628,0.8760267847306378,0.12932391735730125,0.4206062947145073,431.82068519308876,4940.576059819647,222.62512116748124,674.0500977751773,773.821218982064,4941.868763151372,943.7595235204856,1331.8361538559889,30000.0,0.0,67.51,0.0,25.69,75754079.0,0.0,0.0,53.44,17724346.0,0.0,0.0,176.87,17587678.0,0.0,0.0,1.105,0.16399999999999998,1.7309999999999999,-1.3451,0.36833333333333335,0.05466666666666666,0.577,-0.44836666666666664,0.91,0.129,1.961,-1.3451,0.30333333333333334,0.043000000000000003,0.6536666666666667,-0.44836666666666664,0.257,0.494,2.249,1.1613,0.08566666666666667,0.16466666666666666,0.7496666666666667,0.3871,0.18,0.311,2.507,2.0547000000000004,0.06,0.10366666666666667,0.8356666666666667,0.6849000000000002,43.0,Fear,0.0,161.39,161.44,448350663.0,2856498863.0,0.0,0.0,0.0,0.0,135.05,135.46,4499271679.0,14277816266.0,0.0,0.0,0.0,0.0,59.51,59.34,2020400713.0,3623575890.0,0.0,0.0,0.0,0.0,717.75,719.6,7581851.0,719604755.0,0.0,0.0,0.0,0.0,52.24,52.94,91009789.0,893581796.0,0.0,0.0,0.0,0.0,0.30380799999999997,0.30506,761000017.0,12722986423.0,0.0,0.0,0.0,0.0
2019-03-27,3984.24,4087.07,10897131934.0,71987847571.0,0.9749279121818236,-0.22252093395631434,0,383186,16771,7663796,931169,1229363,-32963,48,12,19,2,29,-3,78592,78574,45076,16776,41193,32143170.983999997,368604393.78,12916967.255,58124090.2758,7700.942,68721.946,2158.9040000000005,19160.4929,0.09798633448697068,0.8744140116042345,0.027469767915309452,0.2437969882430782,0.17084350874079332,0.8746143253493521,0.12869003338102053,0.46513953584346857,408.98782298452767,4690.10069447272,164.3547340060057,739.5675167421621,713.0883615227615,4691.175118741568,769.967051442537,1411.0186263637024,30000.0,0.0,67.35,-0.1600000000000108,24.89,88585265.0,-0.8000000000000007,12831186.0,53.16,19655973.0,-0.28000000000000114,1931627.0,176.5,11859294.0,-0.37000000000000455,-5728384.0,0.558,0.41400000000000003,8.028,-0.2397999999999999,0.062000000000000006,0.046000000000000006,0.892,-0.026644444444444432,0.44099999999999995,0.305,8.254,-0.2397999999999999,0.048999999999999995,0.033888888888888885,0.9171111111111111,-0.026644444444444432,0.7360000000000001,1.174,7.0920000000000005,3.966,0.08177777777777778,0.13044444444444445,0.788,0.4406666666666667,0.4610000000000001,0.8009999999999999,7.739,5.7305,0.05122222222222223,0.089,0.8598888888888889,0.6367222222222222,44.0,Fear,1.0,160.51,173.18,566792974.0,3064635955.0,-0.8799999999999955,11.740000000000009,118442311.0,208137092.0,135.45,140.99,5228240093.0,14862394451.0,0.39999999999997726,5.530000000000001,728968414.0,584578185.0,59.41,62.25,2220590688.0,3802058092.0,-0.10000000000000142,2.9099999999999966,200189975.0,178482202.0,719.68,742.89,6683094.0,742894821.0,1.92999999999995,23.289999999999964,-898757.0,23290066.0,52.96,54.73,91620140.0,923904745.0,0.7199999999999989,1.7899999999999991,610351.0,30322949.0,0.305421,0.312465,781951318.0,13031827698.0,0.001613000000000031,0.007404999999999995,20951301.0,308841275.0
2019-03-28,4087.58,4069.11,9353915899.0,71678998915.0,0.43388373911755823,-0.900968867902419,0,393698,10512,7555049,-108747,1227019,-2344,47,-1,18,-1,31,2,78766,78750,45490,18361,41168,33011602.075999998,389331168.412,16613126.421000002,54518851.744100004,7491.213,68835.597,2429.966,17701.770600000003,0.09510719091994008,0.8739252596297894,0.03085044308457964,0.22473872736967732,0.16467823697515938,0.874102819047619,0.13234388105223027,0.42998859794014777,419.10979453063504,4942.883584439986,210.91748242896685,692.1622494997843,725.6892080896899,4943.887852850794,904.8050989052884,1324.3016844175088,30000.0,0.0,66.08,-1.269999999999996,25.6,64667453.0,0.7100000000000009,-23917812.0,53.11,13607888.0,-0.04999999999999716,-6048085.0,177.25,12006602.0,0.75,147308.0,1.509,0.428,6.063000000000001,-1.1587,0.188625,0.0535,0.7578750000000001,-0.1448375,1.2389999999999999,0.428,6.333,-1.1587,0.15487499999999998,0.0535,0.791625,-0.1448375,0.98,1.187,5.833,0.3323999999999999,0.1225,0.148375,0.729125,0.04154999999999999,0.5780000000000001,0.7929999999999999,6.628,1.9019999999999997,0.07225000000000001,0.09912499999999999,0.8285,0.23774999999999996,49.0,Neutral,5.0,173.1,169.45,545985641.0,2998993454.0,12.590000000000003,-3.730000000000018,-20807333.0,-65642501.0,141.01,139.42,4163212475.0,14698609599.0,5.560000000000002,-1.5700000000000216,-1065027618.0,-163784852.0,62.22,61.17,1818355774.0,3737005102.0,2.8100000000000023,-1.0799999999999983,-402234914.0,-65052990.0,742.89,732.84,6729109.0,732842610.0,23.210000000000036,-10.049999999999955,46015.0,-10052211.0,54.71,53.9,95017107.0,909978168.0,1.75,-0.8299999999999983,3396967.0,-13926577.0,0.31238299999999997,0.309246,677929379.0,12897607540.0,0.006961999999999968,-0.003218999999999972,-104021939.0,-134220158.0
2019-03-29,4068.3,4098.37,10918665557.0,72202088875.0,-0.433883739117558,-0.9009688679024191,0,369817,-23881,7747502,192453,1223853,-3166,63,16,18,0,27,-4,70494,70483,40216,16713,35872,34509617.1,371959942.89300007,14432122.690000001,62721148.90509999,6793.746999999999,61508.604999999996,2186.1050000000005,15623.195300000003,0.09637340766590063,0.8725367407155218,0.031011220813118853,0.22162446874911343,0.1689314451959419,0.8726729140360087,0.1308026685813439,0.4355261847680643,489.5397778534344,5276.47662060601,204.72838383408518,889.7374089298378,858.1066515814601,5277.300099215415,863.526757015497,1748.4709217523414,30000.0,0.0,67.93,1.8500000000000085,25.52,53502807.0,-0.08000000000000185,-11164646.0,53.7,18736074.0,0.5900000000000034,5128186.0,179.56,11422379.0,2.3100000000000023,-584223.0,0.745,0.654,10.601,-0.0797,0.06208333333333333,0.0545,0.8834166666666667,-0.006641666666666666,0.624,0.565,10.811,-0.0797,0.052,0.04708333333333333,0.9009166666666667,-0.006641666666666666,1.0080000000000002,1.756,9.237,5.2556,0.08400000000000002,0.14633333333333334,0.76975,0.43796666666666667,0.6410000000000002,1.0410000000000001,10.319000000000003,5.7543,0.05341666666666669,0.08675000000000001,0.8599166666666669,0.479525,50.0,Neutral,1.0,169.35,170.45,560103605.0,3016920025.0,-3.75,1.0,14117964.0,17926571.0,139.34,142.5,5125602702.0,15025361637.0,-1.6699999999999875,3.0800000000000125,962390227.0,326752038.0,61.17,61.3,1977436351.0,3745935357.0,-1.0499999999999972,0.12999999999999545,159080577.0,8930255.0,732.84,737.52,4206224.0,737516289.0,-10.049999999999955,4.67999999999995,-2522885.0,4673679.0,53.92,53.48,92764026.0,903078217.0,-0.7899999999999991,-0.4200000000000017,-2253081.0,-6899951.0,0.309269,0.307929,854583316.0,12842645325.0,-0.00311399999999995,-0.0013170000000000126,176653937.0,-54962215.0
2019-03-30,4092.14,4106.66,9732688060.0,72355190645.0,-0.9749279121818236,-0.2225209339563146,1,377783,7966,7361068,-386434,1162220,-61633,54,-9,16,-2,23,-4,71713,71702,42099,20265,33713,24071419.823000003,330641707.22599995,13102676.067000002,40382499.2691,6938.961,62041.79300000001,2726.259,14089.0469,0.09676015506254096,0.8651401140657902,0.03801624531117092,0.19646433561557874,0.16482484144516496,0.8652728375777525,0.13453042190969652,0.4179113961973126,335.6632663952143,4610.624394823811,182.70991406021227,563.1126750951711,571.7812732606476,4611.331723327103,646.566793338268,1197.8316752914307,30000.0,0.0,67.93,0.0,25.52,0.0,0.0,-53502807.0,53.7,0.0,0.0,-18736074.0,179.56,0.0,0.0,-11422379.0,0.773,0.0,5.227,-0.8832,0.12883333333333333,0.0,0.8711666666666668,-0.1472,0.478,0.0,5.522,-0.6597,0.07966666666666666,0.0,0.9203333333333333,-0.10994999999999999,0.832,0.769,4.398,-1.8667,0.13866666666666666,0.12816666666666668,0.733,-0.31111666666666665,0.46499999999999997,0.48,5.055,-0.0855999999999999,0.0775,0.08,0.8424999999999999,-0.01426666666666665,57.0,Greed,7.0,170.3,168.59,581569997.0,2984272263.0,0.950000000000017,-1.8599999999999852,21466392.0,-32647762.0,142.36,142.09,5144662127.0,14984615423.0,3.0200000000000102,-0.4099999999999966,19059425.0,-40746214.0,61.25,60.62,1698116593.0,3705312023.0,0.0799999999999983,-0.6799999999999997,-279319758.0,-40623334.0,737.7,711.72,1761995.0,711722116.0,4.860000000000014,-25.799999999999955,-2444229.0,-25794173.0,53.47,53.45,88272936.0,902642485.0,-0.45000000000000284,-0.02999999999999403,-4491090.0,-435732.0,0.307655,0.310632,929122633.0,12955391175.0,-0.0016140000000000043,0.002703000000000011,74539317.0,112745850.0
2019-03-31,4105.46,4105.4,9045122443.0,72339379036.0,-0.7818314824680299,0.6234898018587334,1,381652,3869,7323231,-37837,1185152,22932,44,-10,15,-1,26,3,62468,62454,35900,15189,31640,20836779.666,262701557.64,10101274.042000001,35362501.2803,6022.011,54494.12400000001,1943.868,13557.6306,0.09640153358519563,0.8723526285458156,0.03111782032400589,0.21703321060382916,0.1677440389972145,0.8725481794600828,0.12797866877345446,0.42849654235145385,333.55925699558173,4205.378075814817,161.70317669846963,566.0898584923481,580.4116898607242,4206.320774329906,665.0387808282311,1117.651747164981,30000.0,0.0,67.93,0.0,25.52,0.0,0.0,0.0,53.7,0.0,0.0,0.0,179.56,0.0,0.0,0.0,0.7719999999999999,0.33899999999999997,3.889,-0.7804,0.15439999999999998,0.0678,0.7777999999999999,-0.15608,0.636,0.313,4.050000000000001,-0.7804,0.1272,0.0626,0.8100000000000002,-0.15608,0.5609999999999999,0.629,3.8110000000000004,2.2742,0.1122,0.1258,0.7622000000000001,0.45484,0.374,0.399,4.228,1.8779000000000003,0.0748,0.07980000000000001,0.8455999999999999,0.3755800000000001,56.0,Greed,-1.0,168.64,168.94,454369901.0,2990730945.0,-1.660000000000025,0.3499999999999943,-127200096.0,6458682.0,142.14,141.51,4249050197.0,14925533137.0,-0.22000000000002728,-0.5800000000000125,-895611930.0,-59082286.0,60.64,60.76,1646531872.0,3714371560.0,-0.6099999999999994,0.14000000000000057,-51584721.0,9059537.0,711.72,706.97,1093645.0,706967701.0,-25.980000000000018,-4.75,-668350.0,-4754415.0,53.46,55.89,99371366.0,943881892.0,-0.00999999999999801,2.4399999999999977,11098430.0,41239407.0,0.31073,0.309229,652757652.0,12896872922.0,0.0030749999999999944,-0.001403000000000043,-276364981.0,-58518253.0
2019-04-01,4105.36,4158.18,10157794171.0,73269368747.0,0.0,1.0,0,368904,-12748,7303045,-20186,1225291,40139,61,17,20,5,31,5,78742,78724,45195,19060,40723,29462088.126000002,357737412.133,13061062.438,52350214.5392,7505.377000000001,68887.789,2342.848,17240.4252,0.09531605750425441,0.8748544487059003,0.029753473368723173,0.2189482766503264,0.16606653390861825,0.8750544814795996,0.1229196222455404,0.4233584264420598,374.15976386172565,4543.158824172615,165.87161156688933,664.8321675751188,651.8882205111186,4544.197603437326,685.2603587618048,1285.519596768411,30000.0,0.0,69.08,1.1499999999999915,26.36,63000322.0,0.8399999999999999,63000322.0,54.51,17830437.0,0.8099999999999952,17830437.0,182.28,12095612.0,2.719999999999999,12095612.0,0.231,0.47100000000000003,7.298,0.19579999999999997,0.028875,0.058875000000000004,0.91225,0.024474999999999997,0.23,0.361,7.409,0.14029999999999998,0.02875,0.045125,0.926125,0.017537499999999998,0.506,1.188,6.3069999999999995,6.2678,0.06325,0.1485,0.7883749999999999,0.783475,0.37,0.6960000000000001,6.9350000000000005,4.276,0.04625,0.08700000000000001,0.8668750000000001,0.5345,62.0,Greed,6.0,168.9,167.63,465814641.0,2967829681.0,0.2600000000000193,-1.3100000000000023,11444740.0,-22901264.0,141.47,141.83,4611999536.0,14960828861.0,-0.6699999999999875,0.3200000000000216,362949339.0,35295724.0,60.77,60.68,1712538382.0,3710564698.0,0.13000000000000256,-0.0799999999999983,66006510.0,-3806862.0,707.46,709.79,1417341.0,709788274.0,-4.259999999999991,2.8199999999999363,323696.0,2820573.0,55.88,59.97,118227704.0,1013053254.0,2.4200000000000017,4.079999999999998,18856338.0,69171362.0,0.309195,0.312747,836123225.0,13043585711.0,-0.0015350000000000086,0.003518000000000021,183365573.0,146712789.0
2019-04-02,4156.92,4879.88,21315047816.0,85986009273.0,0.7818314824680298,0.6234898018587336,0,401507,32603,9710160,2407115,1269750,44459,114,53,43,23,52,21,134040,133971,73534,33899,65747,71542005.87599999,882442548.9599999,32187469.881999996,91383246.34799999,12046.887999999999,117675.76199999999,4270.8820000000005,25903.552700000004,0.08987532079976125,0.8779152641002684,0.031862742464935846,0.19325240749030143,0.16382745396687245,0.8783674228004568,0.12598843623705716,0.39398835992516773,533.7362419874663,6583.426954341987,240.13331753207996,681.7610142345568,972.9105702940135,6586.817661732763,949.5108965456207,1389.9226785708852,31500.0,1500.0,69.68,0.6000000000000085,26.75,53358772.0,0.39000000000000057,-9641550.0,54.36,13704511.0,-0.14999999999999858,-4125926.0,183.0,11022996.0,0.7199999999999989,-1072616.0,1.095,2.011,18.895,1.3401999999999998,0.049772727272727274,0.09140909090909091,0.8588636363636364,0.06091818181818181,1.182,1.3920000000000001,19.426000000000002,0.37869999999999987,0.05372727272727273,0.06327272727272727,0.8830000000000001,0.017213636363636358,1.7650000000000001,3.3,16.933000000000003,16.2525,0.08022727272727273,0.15,0.7696818181818184,0.73875,0.9760000000000003,2.045,18.977000000000004,20.418999999999997,0.044363636363636376,0.09295454545454546,0.8625909090909093,0.9281363636363635,60.0,Greed,-2.0,167.63,236.13,1648897519.0,4181200031.0,-1.2700000000000102,68.5,1183082878.0,1213370350.0,141.84,163.96,9826645698.0,17297572365.0,0.37000000000000455,22.129999999999995,5214646162.0,2336743504.0,60.7,76.19,4161362861.0,4660552088.0,-0.07000000000000028,15.509999999999998,2448824479.0,949987390.0,710.35,787.74,3116756.0,787738849.0,2.8899999999999864,77.95000000000005,1699415.0,77950575.0,59.96,69.06,129351711.0,1166683807.0,4.079999999999998,9.090000000000003,11124007.0,153630553.0,0.312805,0.351499,2400198268.0,14672900148.0,0.003610000000000002,0.03875200000000001,1564075043.0,1629314437.0
2019-04-03,4879.96,4973.02,22899891582.0,87655288145.0,0.9749279121818236,-0.22252093395631434,0,360250,-41257,9620978,-89182,1583157,313407,142,28,45,2,64,12,127123,127066,72369,33955,65939,50158872.37500001,646716303.292,23744421.576,87251962.75730002,12461.145,110642.941,3992.1860000000006,28289.830500000004,0.09802431503347152,0.8703613114857265,0.03140412041880699,0.2225390409288642,0.17218898976080918,0.8707517431885792,0.11757284641437198,0.4290303234807929,394.5696087647397,5087.327260149619,186.7830492987107,686.3585878031514,693.0988734817395,5089.609362787843,699.2908725077309,1323.222414008402,31500.0,0.0,69.21,-0.4700000000000131,29.02,197650478.0,2.2699999999999996,144291706.0,55.48,24552838.0,1.1199999999999974,10848327.0,188.62,19719468.0,5.6200000000000045,8696472.0,1.919,0.879,16.201999999999998,-1.8516,0.101,0.04626315789473684,0.852736842105263,-0.09745263157894736,1.887,0.6539999999999999,16.459,-2.1475999999999997,0.0993157894736842,0.03442105263157894,0.8662631578947368,-0.11303157894736841,1.3420000000000005,2.8250000000000006,14.831,13.522600000000002,0.07063157894736845,0.14868421052631584,0.780578947368421,0.7117157894736843,0.8680000000000003,1.7779999999999994,16.351999999999997,14.063900000000002,0.045684210526315806,0.09357894736842103,0.8606315789473683,0.7402052631578948,71.0,Greed,11.0,236.4,298.35,4237037516.0,5283502610.0,68.77000000000001,62.22000000000003,2588139997.0,1102302579.0,164.01,161.46,10622456246.0,17035703564.0,22.169999999999987,-2.5,795810548.0,-261868801.0,76.26,84.92,6206102119.0,5195750178.0,15.560000000000002,8.730000000000004,2044739258.0,535198090.0,787.95,749.93,3974543.0,749927715.0,77.60000000000002,-37.81000000000006,857787.0,-37811134.0,69.06,65.71,114825438.0,1110192057.0,9.100000000000001,-3.3500000000000085,-14526273.0,-56491750.0,0.35130900000000004,0.34223400000000004,2544122431.0,14286134859.0,0.03850400000000004,-0.009264999999999968,143924163.0,-386765289.0
2019-04-04,4971.31,4922.8,18251810240.0,86778727821.0,0.43388373911755823,-0.900968867902419,0,354660,-5590,9466800,-154178,1584276,1119,154,12,34,-11,41,-23,121218,121176,53254,51877,48326,35684467.44,465100751.01100004,21350697.661000002,54607841.93400001,8988.432999999999,103379.59999999999,8822.483999999999,10953.623800000001,0.0741509759276675,0.8528403372436436,0.07278196307479086,0.09036301374383343,0.16878418522552294,0.8531359345084835,0.17006542398365362,0.22666108926871667,294.38257882492695,3836.8951064280886,176.1347131696613,450.492847052418,670.0805092575205,3838.2249868868425,411.5638464251981,1129.98886591069,31500.0,0.0,69.8,0.5900000000000034,29.9,82191092.0,0.879999999999999,-115459386.0,55.92,16520453.0,0.44000000000000483,-8032385.0,188.26,11434419.0,-0.36000000000001364,-8285049.0,2.4230000000000005,1.6990000000000003,13.879000000000001,-1.1601999999999997,0.13461111111111113,0.09438888888888891,0.7710555555555556,-0.06445555555555554,2.218,1.416,14.366,-1.1601999999999997,0.12322222222222222,0.07866666666666666,0.7981111111111111,-0.06445555555555554,1.4140000000000001,2.5660000000000007,14.017999999999997,11.3243,0.07855555555555556,0.1425555555555556,0.7787777777777776,0.6291277777777777,0.8960000000000002,1.6600000000000001,15.444999999999997,10.6996,0.04977777777777779,0.09222222222222223,0.8580555555555553,0.5944222222222222,61.0,Greed,-10.0,298.47,286.57,2803008785.0,5075306708.0,62.07000000000002,-11.78000000000003,-1434028731.0,-208195902.0,161.43,158.05,7953123529.0,16678477300.0,-2.579999999999984,-3.4099999999999966,-2669332717.0,-357226264.0,85.17,84.98,4195622761.0,5200609305.0,8.909999999999997,0.060000000000002274,-2010479358.0,4859127.0,751.12,743.57,6025124.0,743568317.0,-36.83000000000004,-6.3599999999999,2050581.0,-6359398.0,65.84,63.93,91708208.0,1080233515.0,-3.219999999999999,-1.779999999999994,-23117230.0,-29958542.0,0.34228600000000003,0.332513,1599115419.0,13880340560.0,-0.009023000000000003,-0.009721000000000035,-945007012.0,-405794299.0
