,date,price_close,volume_traded,trades_count
296,2020-02-21 15:00:00,265.15,13976732.30897315,26878
297,2020-02-21 14:00:00,262.81255,10729099.070965007,27550
298,2020-02-21 13:00:00,265.3,13806304.873572653,26370
299,2020-02-21 12:00:00,266.14,23393510.54110093,37461
300,2020-02-21 11:00:00,262.5,14026263.227985598,26850
301,2020-02-21 10:00:00,260.98,9934400.709913984,20535
302,2020-02-21 09:00:00,261.0,14346974.563936235,24329
303,2020-02-21 08:00:00,264.09,20159230.958370287,27423
304,2020-02-21 07:00:00,260.21,9579702.3799098,23617
305,2020-02-21 06:00:00,261.17,5717399.71345559,19452
306,2020-02-21 05:00:00,261.45,12059426.74074226,24966
307,2020-02-21 04:00:00,261.8,12429196.89320363,26099
308,2020-02-21 03:00:00,262.5,18205185.10229424,30613
309,2020-02-21 02:00:00,259.54,12128465.0279732,28747
310,2020-02-21 01:00:00,260.91535048,16057964.78535755,28420
311,2020-02-21 00:00:00,256.45,21220169.44291825,32978
312,2020-02-20 23:00:00,257.6,17848337.41058186,33995
313,2020-02-20 22:00:00,259.4,18616684.92665234,31511
314,2020-02-20 21:00:00,259.5,15799491.59276554,28500
315,2020-02-20 20:00:00,256.99,19206645.98071541,29952
316,2020-02-20 19:00:00,256.21,10915561.03203438,23860
317,2020-02-20 18:00:00,253.52,19035422.96936085,32052
318,2020-02-20 17:00:00,252.99,57305595.75803539,60178
319,2020-02-20 16:00:00,256.65,89405374.5844654,92574
320,2020-02-20 15:00:00,254.99,25421916.566295803,34700
321,2020-02-20 14:00:00,257.29,33023081.89441632,45872
322,2020-02-20 13:00:00,256.0,55470382.65509488,62879
323,2020-02-20 12:00:00,250.87,31384129.61713842,47206
324,2020-02-20 11:00:00,253.38,23721463.2694536,38884
325,2020-02-20 10:00:00,257.79,13954521.17949253,26781
326,2020-02-20 09:00:00,258.03,17153084.17331105,32744
327,2020-02-20 08:00:00,256.9,25777945.73269507,41067
328,2020-02-20 07:00:00,261.0,7260820.20462156,24231
329,2020-02-20 06:00:00,261.8,10135853.72373118,25599
330,2020-02-20 05:00:00,259.4,12149418.219883578,27934
331,2020-02-20 04:00:00,260.45,10080375.42206508,24756
332,2020-02-20 03:00:00,260.65,14775818.84569636,27613
333,2020-02-20 02:00:00,261.58,28956407.946741603,43462
334,2020-02-20 01:00:00,261.55,12864027.68410059,24594
335,2020-02-20 00:00:00,262.7,36331288.15897191,48736
336,2020-02-19 23:00:00,258.45,34957956.91862722,46567
337,2020-02-19 22:00:00,265.01,55700920.21599966,70909
338,2020-02-19 21:00:00,263.02,141640521.70517686,121750
339,2020-02-19 20:00:00,275.6,67033713.67760118,69892
340,2020-02-19 19:00:00,259.89,22411291.962754823,33817
341,2020-02-19 18:00:00,281.85,16294858.64416453,28357
342,2020-02-19 17:00:00,281.1,51085479.07370489,58932
343,2020-02-19 16:00:00,282.3,28135614.87218818,36086
344,2020-02-19 15:00:00,279.93,7222828.10201798,19195
345,2020-02-19 14:00:00,279.49,11086494.09860523,21217
346,2020-02-19 13:00:00,279.95,13333147.76145352,25139
347,2020-02-19 12:00:00,280.19,44904733.55460408,46286
348,2020-02-19 11:00:00,284.0,13134402.370697813,24885
349,2020-02-19 10:00:00,281.05,17984752.73522409,28287
350,2020-02-19 09:00:00,279.65,24681343.2369808,33971
351,2020-02-19 08:00:00,283.82,35313973.30273038,42351
352,2020-02-19 07:00:00,277.23,19015716.159272898,29531
353,2020-02-19 06:00:00,278.35,15243200.912622655,26689
354,2020-02-19 05:00:00,281.27,12620619.97252099,20476
355,2020-02-19 04:00:00,278.62,15732444.01511722,24964
356,2020-02-19 03:00:00,281.14,8563543.38791415,21093
357,2020-02-19 02:00:00,281.93,12374844.41803081,26012
358,2020-02-19 01:00:00,279.4,12225560.98255347,23711
359,2020-02-19 00:00:00,278.7,22488478.76942397,33450
360,2020-02-18 23:00:00,283.4,24263355.89863474,33509
361,2020-02-18 22:00:00,281.71,14458978.088303275,26557
362,2020-02-18 21:00:00,281.6,45380449.731691495,55932
363,2020-02-18 20:00:00,284.71,26049896.7899163,38529
364,2020-02-18 19:00:00,285.43,27062845.25078031,38207
365,2020-02-18 18:00:00,280.58,36362176.78346868,47472
366,2020-02-18 17:00:00,281.5,35950581.99432302,45851
367,2020-02-18 16:00:00,281.4,71022478.77788012,83192
368,2020-02-18 15:00:00,273.87,76000347.42665675,84642
369,2020-02-18 14:00:00,266.23,26935898.87721144,37178
370,2020-02-18 13:00:00,263.79,57948469.11047007,60191
371,2020-02-18 12:00:00,263.82,22057615.194999553,32358
372,2020-02-18 11:00:00,268.4,17604308.875947144,31316
373,2020-02-18 10:00:00,267.35,27740958.952146214,34795
374,2020-02-18 09:00:00,265.11,39378530.09448761,42260
375,2020-02-18 08:00:00,267.14,13429602.29595022,22546
376,2020-02-18 07:00:00,269.3,11341205.236220088,21226
377,2020-02-18 06:00:00,267.85,17769743.82616658,25119
378,2020-02-18 05:00:00,269.2,17285409.434095573,27111
379,2020-02-18 04:00:00,271.38,20208465.82278877,31398
380,2020-02-18 03:00:00,269.18,17591541.588754628,29175
381,2020-02-18 02:00:00,268.36,21108901.92033327,30251
382,2020-02-18 01:00:00,268.76,37478720.23108985,46941
383,2020-02-18 00:00:00,265.71,31226750.50505304,38418
384,2020-02-17 23:00:00,268.4,40532717.13711144,52247
385,2020-02-17 22:00:00,261.3903639,10451582.692680197,21045
386,2020-02-17 21:00:00,260.03,11250240.74698932,25835
387,2020-02-17 20:00:00,258.57,15761876.62912898,30114
388,2020-02-17 19:00:00,261.09,14939839.58098016,30836
389,2020-02-17 18:00:00,259.64,15881701.98800902,30587
390,2020-02-17 17:00:00,259.26,39431390.71243397,50449
391,2020-02-17 16:00:00,261.2,59956513.55513645,63959
392,2020-02-17 15:00:00,257.14,53471663.79612362,64970
393,2020-02-17 14:00:00,253.05,60093230.55916435,71821
394,2020-02-17 13:00:00,246.06624323,28375359.39104745,42901
395,2020-02-17 12:00:00,249.45,33490967.49131972,45742
396,2020-02-17 11:00:00,248.7,52477234.77456118,70670
397,2020-02-17 10:00:00,247.88,40172429.36976515,53534
398,2020-02-17 09:00:00,251.55,19261937.46906247,34048
399,2020-02-17 08:00:00,252.2,26902753.967699856,38731
400,2020-02-17 07:00:00,248.48,17612969.94000951,33971
401,2020-02-17 06:00:00,249.7,29076174.31644924,43380
402,2020-02-17 05:00:00,249.88,40752118.56535477,51264
403,2020-02-17 04:00:00,246.22,66533671.84244982,74174
404,2020-02-17 03:00:00,250.03,33950448.143373,46285
405,2020-02-17 02:00:00,252.9,30814539.89927979,41854
406,2020-02-17 01:00:00,255.1,22404756.77169703,35780
407,2020-02-17 00:00:00,256.1,37689931.88707113,50216
408,2020-02-16 23:00:00,258.75,60993445.1301158,71213
409,2020-02-16 22:00:00,255.67,21084040.68088472,32811
410,2020-02-16 21:00:00,252.2,14329000.14927003,29793
411,2020-02-16 20:00:00,252.81,17500127.7628609,36682
412,2020-02-16 19:00:00,250.45,33103761.0397716,52473
413,2020-02-16 18:00:00,260.5,34480762.14558491,51602
414,2020-02-16 17:00:00,250.94299999999998,71790790.4189048,83576
415,2020-02-16 16:00:00,246.5,153756595.22864455,136093
416,2020-02-16 15:00:00,259.04,63362403.34263607,78332
417,2020-02-16 14:00:00,262.95,21714631.82011316,39790
418,2020-02-16 13:00:00,266.77,31928749.92352898,49399
419,2020-02-16 12:00:00,265.63,31451858.738427676,44826
420,2020-02-16 11:00:00,265.9,17390885.45688096,34381
421,2020-02-16 10:00:00,266.95,13425096.612145,29908
422,2020-02-16 09:00:00,270.08,11319626.98962778,27576
423,2020-02-16 08:00:00,271.48,11825302.56317208,28080
424,2020-02-16 07:00:00,270.34,7669949.49667047,21768
425,2020-02-16 06:00:00,271.46,10852740.5407987,24343
426,2020-02-16 05:00:00,271.3,22881102.37357116,35173
427,2020-02-16 04:00:00,272.9,9760428.307358801,24220
428,2020-02-16 03:00:00,271.25,19566303.37571382,34595
429,2020-02-16 02:00:00,273.55,35389437.04750538,47594
430,2020-02-16 01:00:00,267.75,18031116.728503548,33343
431,2020-02-16 00:00:00,266.0,52493573.57922071,61867
432,2020-02-15 23:00:00,264.99,19083163.97415629,35420
433,2020-02-15 22:00:00,267.58,6252636.793293099,19143
434,2020-02-15 21:00:00,268.01,12116675.04185696,22550
435,2020-02-15 20:00:00,267.23,15986743.623815006,25550
436,2020-02-15 19:00:00,266.36,19635696.238520917,36748
437,2020-02-15 18:00:00,268.5,50199221.28534361,65308
438,2020-02-15 17:00:00,262.62,60800136.61547902,69239
439,2020-02-15 16:00:00,267.3,124347606.96142672,115757
440,2020-02-15 15:00:00,274.1,91000930.60520056,77196
441,2020-02-15 14:00:00,281.79,13846873.15299936,24005
442,2020-02-15 13:00:00,281.79,11047555.31290257,23515
443,2020-02-15 12:00:00,283.3,15803261.414980344,27678
444,2020-02-15 11:00:00,281.9,18075575.83194657,30211
445,2020-02-15 10:00:00,283.25,13856590.065046296,30615
446,2020-02-15 09:00:00,283.99,16024333.408877227,27341
447,2020-02-15 08:00:00,283.02,16102455.63906302,29181
448,2020-02-15 07:00:00,279.66,16662897.28551264,29314
449,2020-02-15 06:00:00,280.76,15789143.799034866,30137
450,2020-02-15 05:00:00,278.66,18715229.19035291,27281
451,2020-02-15 04:00:00,281.61,12177247.81305722,25759
452,2020-02-15 03:00:00,282.1,15758966.78837924,27501
453,2020-02-15 02:00:00,281.2,37762175.86939401,44897
454,2020-02-15 01:00:00,279.85,43139764.62633286,50609
455,2020-02-15 00:00:00,286.85,43160430.43341101,50555
456,2020-02-14 23:00:00,285.88,26060029.43018805,36515
457,2020-02-14 22:00:00,283.27,14931146.532141227,26743
458,2020-02-14 21:00:00,282.55,16802905.40456117,29074
459,2020-02-14 20:00:00,274.00679032,20047317.839763265,32861
460,2020-02-14 19:00:00,283.45,40355604.28683774,47948
461,2020-02-14 18:00:00,285.15,52820464.39630541,62291
