,date,price_close,volume_traded,trades_count
0,2020-03-04 23:00:00,223.65,5964.77536256,45
1,2020-03-04 22:00:00,223.43,11985953.39632293,13980
2,2020-03-04 21:00:00,222.72,10939042.572673043,15640
3,2020-03-04 20:00:00,221.2,15813116.50542571,17093
4,2020-03-04 19:00:00,222.65242999999998,9351212.24982846,13853
5,2020-03-04 18:00:00,222.25,15057453.67060288,16641
6,2020-03-04 17:00:00,223.0,15624476.50596061,19184
7,2020-03-04 16:00:00,222.89,44489751.63642536,35329
8,2020-03-04 15:00:00,222.4,48155082.29583718,42224
9,2020-03-04 14:00:00,223.20532239,30628530.29817596,33057
10,2020-03-04 13:00:00,224.7,19077093.67523095,22869
11,2020-03-04 12:00:00,222.93,24723910.73232777,26160
12,2020-03-04 11:00:00,226.41411734,41682256.70077953,34839
13,2020-03-04 10:00:00,223.97859985,19198240.62650162,20594
14,2020-03-04 09:00:00,223.65,29434799.30257186,26773
15,2020-03-04 08:00:00,226.7,22769708.47856838,24340
16,2020-03-04 07:00:00,227.03,17945621.69934435,23090
17,2020-03-04 06:00:00,225.0,30535412.39193703,29314
18,2020-03-04 05:00:00,226.35,23989621.74324642,26206
19,2020-03-04 04:00:00,227.6,21217221.09816915,23721
20,2020-03-04 03:00:00,226.19,21545379.61448267,26464
21,2020-03-04 02:00:00,227.25,29910034.69406334,32298
22,2020-03-04 01:00:00,227.87,38942100.48951879,39114
23,2020-03-04 00:00:00,224.98,26044878.21547362,34281
24,2020-03-03 23:00:00,223.7,11040563.05971678,20082
25,2020-03-03 22:00:00,224.6,11872038.20765772,18012
26,2020-03-03 21:00:00,223.85,15718797.95540244,20883
27,2020-03-03 20:00:00,222.37,16852656.03920425,22911
28,2020-03-03 19:00:00,223.7,20302442.33823075,25800
29,2020-03-03 18:00:00,223.13,30077650.48702198,29105
30,2020-03-03 17:00:00,222.94,25700533.639109302,27826
31,2020-03-03 16:00:00,222.14192000000003,66751508.35125309,62215
32,2020-03-03 15:00:00,224.9,135114654.50578156,76430
33,2020-03-03 14:00:00,225.8,61889738.26118759,51188
34,2020-03-03 13:00:00,228.9,40307354.73618834,32464
35,2020-03-03 12:00:00,228.9,58845300.00587682,39215
36,2020-03-03 11:00:00,231.42,31503554.32774212,29582
37,2020-03-03 10:00:00,229.46,32087254.97909558,31045
38,2020-03-03 09:00:00,229.22,28125070.78049873,28645
39,2020-03-03 08:00:00,227.35,32656992.11936166,30814
40,2020-03-03 07:00:00,226.81,38292809.57663735,32075
41,2020-03-03 06:00:00,227.22,25914047.9817583,29176
42,2020-03-03 05:00:00,230.23,22000497.57673022,26722
43,2020-03-03 04:00:00,230.1,22500691.48363062,28480
44,2020-03-03 03:00:00,231.74,24528125.76256332,27255
45,2020-03-03 02:00:00,229.89,22974120.06284322,26886
46,2020-03-03 01:00:00,228.33,22595161.40888407,32386
47,2020-03-03 00:00:00,228.65,65345776.46971825,44877
48,2020-03-02 23:00:00,232.0,34299105.29425866,32871
49,2020-03-02 22:00:00,230.8,16599982.14738503,23738
50,2020-03-02 21:00:00,232.78,21183203.82731606,26565
51,2020-03-02 20:00:00,231.43,15018140.51230172,21103
52,2020-03-02 19:00:00,229.44279361,29827705.55694105,28609
53,2020-03-02 18:00:00,231.62,37040184.56117487,30070
54,2020-03-02 17:00:00,231.85,49348881.5199233,45002
55,2020-03-02 16:00:00,231.92,66446563.36868001,51660
56,2020-03-02 15:00:00,228.6,39557920.91472142,37117
57,2020-03-02 14:00:00,227.79,47416433.52531578,42077
58,2020-03-02 13:00:00,227.55,52592453.15812944,50179
59,2020-03-02 12:00:00,224.19,30190362.32548568,30411
60,2020-03-02 11:00:00,224.74,30938551.29645206,31207
61,2020-03-02 10:00:00,223.95,53699121.40510253,42850
62,2020-03-02 09:00:00,227.3,28000471.59314214,29469
63,2020-03-02 08:00:00,221.87,20209616.896282133,23803
64,2020-03-02 07:00:00,219.79,19174115.503212802,24498
65,2020-03-02 06:00:00,220.58,29053463.26584114,31620
66,2020-03-02 05:00:00,221.23,23060253.48665155,25472
67,2020-03-02 04:00:00,221.05,20948353.099344432,25053
68,2020-03-02 03:00:00,218.95,26283462.75284345,31225
69,2020-03-02 02:00:00,221.05,35933922.59822573,35865
70,2020-03-02 01:00:00,219.15,25663807.8568408,31064
71,2020-03-02 00:00:00,218.92,47385089.37462759,42559
72,2020-03-01 23:00:00,217.51,57289520.88776731,46663
73,2020-03-01 22:00:00,218.96,28245871.8314052,32676
74,2020-03-01 21:00:00,215.02,19286076.26081201,26401
75,2020-03-01 20:00:00,214.38,18288988.87529999,26822
76,2020-03-01 19:00:00,216.16,43434563.955639005,45976
77,2020-03-01 18:00:00,212.8,24954227.03379095,32933
78,2020-03-01 17:00:00,215.92,38940989.35621514,41519
79,2020-03-01 16:00:00,217.15,94774816.69260228,66668
80,2020-03-01 15:00:00,220.21,36924073.68326516,30708
81,2020-03-01 14:00:00,220.42,27874177.123150703,28299
82,2020-03-01 13:00:00,222.21,47017303.86648059,38688
83,2020-03-01 12:00:00,221.85,94299201.39446685,61653
84,2020-03-01 11:00:00,224.51,33325619.06572632,33619
85,2020-03-01 10:00:00,221.4,22971476.84343035,25212
86,2020-03-01 09:00:00,219.2,22535103.06979135,26678
87,2020-03-01 08:00:00,219.75,39227773.16797548,37041
88,2020-03-01 07:00:00,220.0,27168514.88033618,30309
89,2020-03-01 06:00:00,220.6,34421075.45352788,33146
90,2020-03-01 05:00:00,222.4,30237112.24135859,32874
91,2020-03-01 04:00:00,222.5,29629511.02202314,31905
92,2020-03-01 03:00:00,223.7,26270882.51343254,28923
93,2020-03-01 02:00:00,223.38,53445951.07381214,43282
94,2020-03-01 01:00:00,223.7,90664604.84249096,64719
95,2020-03-01 00:00:00,218.36347403,74229254.43768676,51721
96,2020-02-29 23:00:00,217.65,56278351.32625624,47547
97,2020-02-29 22:00:00,223.59337000000002,14854335.93709274,20007
98,2020-02-29 21:00:00,223.66,16442725.90614428,21758
99,2020-02-29 20:00:00,225.0,19409650.22531777,24161
100,2020-02-29 19:00:00,220.68,16799494.9860441,24703
101,2020-02-29 18:00:00,225.2,21573578.24827771,27100
102,2020-02-29 17:00:00,225.89950444,28795276.55335131,29472
103,2020-02-29 16:00:00,222.62,49557026.30592045,38975
104,2020-02-29 15:00:00,224.21,45156548.71135394,38903
105,2020-02-29 14:00:00,223.35,40962344.73765669,39700
106,2020-02-29 13:00:00,224.5,37948123.46486055,32727
107,2020-02-29 12:00:00,225.31,26708463.09068628,30417
108,2020-02-29 11:00:00,226.54720318,42249807.727938004,40239
109,2020-02-29 10:00:00,223.2,46888772.09158859,40755
110,2020-02-29 09:00:00,226.05,35008681.037099585,33054
111,2020-02-29 08:00:00,228.57,20323945.51340175,24040
112,2020-02-29 07:00:00,229.9,29014435.32160889,31412
113,2020-02-29 06:00:00,228.79444368,40898194.94928323,36654
114,2020-02-29 05:00:00,232.45,28961559.32769372,31559
115,2020-02-29 04:00:00,232.45,32107374.55656818,34496
116,2020-02-29 03:00:00,230.43,25863160.7454599,33536
117,2020-02-29 02:00:00,229.5,23849067.998446804,33550
118,2020-02-29 01:00:00,227.38,24186544.924664397,33427
119,2020-02-29 00:00:00,229.99,41168566.01940333,43313
120,2020-02-28 23:00:00,227.5,35149509.25388285,41010
121,2020-02-28 22:00:00,230.35,19840124.58887909,32939
122,2020-02-28 21:00:00,225.78,19475384.413339604,31481
123,2020-02-28 20:00:00,223.75,37485664.85147338,42572
124,2020-02-28 19:00:00,222.25,28670338.00912098,37063
125,2020-02-28 18:00:00,221.65,43171099.22383692,50816
126,2020-02-28 17:00:00,222.85,77454397.0463408,64685
127,2020-02-28 16:00:00,224.25,58317522.89839909,58673
128,2020-02-28 15:00:00,227.4,36240029.38033126,49492
129,2020-02-28 14:00:00,224.55,40235737.67145373,52800
130,2020-02-28 13:00:00,223.45,62099825.59303877,70300
131,2020-02-28 12:00:00,217.8,85388662.31330423,90364
132,2020-02-28 11:00:00,220.5,29446888.231448635,43442
133,2020-02-28 10:00:00,221.41,61990902.34781431,68919
134,2020-02-28 09:00:00,219.53,64113015.74133575,71238
135,2020-02-28 08:00:00,223.86,25609284.32513207,35513
136,2020-02-28 07:00:00,219.32938538,33530318.05936689,49681
137,2020-02-28 06:00:00,225.98,23710033.033296,40539
138,2020-02-28 05:00:00,227.31,27594722.04603387,41503
139,2020-02-28 04:00:00,228.9,22332410.91876888,34309
140,2020-02-28 03:00:00,230.0,22804743.80367153,37542
141,2020-02-28 02:00:00,232.16,31486256.62783744,43513
142,2020-02-28 01:00:00,233.15,28721996.83436628,40099
143,2020-02-28 00:00:00,230.5,32412393.42918732,43584
144,2020-02-27 23:00:00,227.65,47547534.10090931,55025
145,2020-02-27 22:00:00,229.36,49022914.6568122,57520
146,2020-02-27 21:00:00,226.63,53483032.95106321,57233
147,2020-02-27 20:00:00,232.77,25255722.25089729,32870
148,2020-02-27 19:00:00,235.05,32455194.12005001,39924
149,2020-02-27 18:00:00,233.95,26103094.62595629,29307
150,2020-02-27 17:00:00,235.97,25952516.73801305,35309
151,2020-02-27 16:00:00,236.53,41870772.95189608,54886
152,2020-02-27 15:00:00,231.47,20264036.239756323,33597
153,2020-02-27 14:00:00,230.91953597,20705189.62348086,34845
154,2020-02-27 13:00:00,228.82,26168791.56005111,35992
155,2020-02-27 12:00:00,227.0,66990268.25959481,72010
156,2020-02-27 11:00:00,227.1,18791331.86246457,33837
157,2020-02-27 10:00:00,228.0,33562478.41901804,42923
158,2020-02-27 09:00:00,223.69,26957527.39211123,41108
159,2020-02-27 08:00:00,227.85,32626434.74102729,46935
160,2020-02-27 07:00:00,234.28922000000003,19664998.84272217,33053
161,2020-02-27 06:00:00,223.72,24250560.97340865,39791
162,2020-02-27 05:00:00,221.35,27531540.46050818,35452
163,2020-02-27 04:00:00,218.35,19160977.93863464,30386
164,2020-02-27 03:00:00,218.83,23140163.21337541,36679
165,2020-02-27 02:00:00,217.07,35790138.05848833,49076
166,2020-02-27 01:00:00,218.07,85753192.37113878,98745
167,2020-02-27 00:00:00,216.34,68362730.966603,84095
168,2020-02-26 23:00:00,223.8,16191589.15196953,32082
169,2020-02-26 22:00:00,225.75,25786783.39312008,36793
170,2020-02-26 21:00:00,223.62,16280456.65601048,30070
171,2020-02-26 20:00:00,228.25,18647892.22139602,36264
172,2020-02-26 19:00:00,229.45,29350176.002346434,46685
173,2020-02-26 18:00:00,231.66,40311408.837534666,59625
174,2020-02-26 17:00:00,222.2,32444372.73010732,55300
175,2020-02-26 16:00:00,222.0,123322618.1445182,130776
176,2020-02-26 15:00:00,225.99,49388795.00607079,62094
177,2020-02-26 14:00:00,231.75,65473911.82484549,77234
178,2020-02-26 13:00:00,234.27571211,37630864.79190817,50641
179,2020-02-26 12:00:00,240.39,60382158.64522534,69166
180,2020-02-26 11:00:00,235.64,11652935.791742126,24378
181,2020-02-26 10:00:00,237.34,19712275.39329962,34368
182,2020-02-26 09:00:00,235.23,18098150.10076981,34568
183,2020-02-26 08:00:00,239.0,24225452.307209946,45013
184,2020-02-26 07:00:00,238.0,13935486.476372344,28479
185,2020-02-26 06:00:00,241.44,12747537.752964955,22870
186,2020-02-26 05:00:00,236.0,8217408.36994263,22155
187,2020-02-26 04:00:00,240.52,16008306.035011275,28407
188,2020-02-26 03:00:00,238.7,13474541.87225269,29661
189,2020-02-26 02:00:00,240.0,49986507.93932165,66737
190,2020-02-26 01:00:00,239.8,44177872.7904365,64000
191,2020-02-26 00:00:00,246.81,24750399.336467396,38849
192,2020-02-25 23:00:00,246.8,14396672.87986315,28864
193,2020-02-25 22:00:00,251.96,11986145.03567481,24193
194,2020-02-25 21:00:00,250.46,37638596.45562131,45893
195,2020-02-25 20:00:00,248.55,24433301.65008165,33523
196,2020-02-25 19:00:00,249.82,19283728.73882038,27316
197,2020-02-25 18:00:00,252.0,17215614.80760406,26397
198,2020-02-25 17:00:00,248.84,31499038.34812765,38516
199,2020-02-25 16:00:00,247.55,73208371.35805279,77335
200,2020-02-25 15:00:00,251.73,42078915.44405141,53097
201,2020-02-25 14:00:00,253.61,60950918.96989915,66550
202,2020-02-25 13:00:00,259.14,17939409.712141775,28220
203,2020-02-25 12:00:00,261.6,24000344.728803,35069
204,2020-02-25 11:00:00,262.71,37694835.89042818,41267
205,2020-02-25 10:00:00,249.37,11992437.57072223,20327
206,2020-02-25 09:00:00,259.11,13726803.196543148,22476
207,2020-02-25 08:00:00,258.85112456,22196527.83039502,29598
208,2020-02-25 07:00:00,257.65,21826397.936234593,29776
209,2020-02-25 06:00:00,258.41,34558880.65292993,44140
210,2020-02-25 05:00:00,259.9,18062033.37030007,32269
211,2020-02-25 04:00:00,261.33,8944888.668536969,19245
212,2020-02-25 03:00:00,262.61330883,7992368.25182221,18629
213,2020-02-25 02:00:00,263.35,11944399.4469274,22823
214,2020-02-25 01:00:00,261.79267464,10271800.99698309,20491
215,2020-02-25 00:00:00,257.21,14684915.52961785,24511
216,2020-02-24 23:00:00,265.73547,15300079.51144691,27200
217,2020-02-24 22:00:00,264.23,9477258.78324661,19699
218,2020-02-24 21:00:00,262.12,17581030.30299304,26761
219,2020-02-24 20:00:00,261.9,18009852.76201117,28858
220,2020-02-24 19:00:00,263.36,17389079.09005053,32666
221,2020-02-24 18:00:00,262.05,59726161.52392678,71936
222,2020-02-24 17:00:00,264.41,35207756.05975173,43473
223,2020-02-24 16:00:00,263.8,23291673.35366245,34257
224,2020-02-24 15:00:00,267.95769,20616932.173565466,34746
225,2020-02-24 14:00:00,268.77,21176674.377520453,30775
226,2020-02-24 13:00:00,269.18,13698613.27501984,26424
227,2020-02-24 12:00:00,270.81,20798421.41892819,29736
228,2020-02-24 11:00:00,272.41,22524537.953041963,29858
229,2020-02-24 10:00:00,267.58,6866815.77804107,18395
230,2020-02-24 09:00:00,261.55,9704779.624702416,20385
231,2020-02-24 08:00:00,267.97,6697361.11669688,16618
232,2020-02-24 07:00:00,268.0,29602618.34823495,36884
233,2020-02-24 06:00:00,264.09,10934887.618123038,21722
234,2020-02-24 05:00:00,268.61,8307263.00442677,17718
235,2020-02-24 04:00:00,267.62,14598778.26427223,24603
236,2020-02-24 03:00:00,268.03,18963313.98750069,28430
237,2020-02-24 02:00:00,268.8,46001482.17311295,51279
238,2020-02-24 01:00:00,272.34,16765045.025969027,29250
239,2020-02-24 00:00:00,276.89,22868679.98725733,36497
240,2020-02-23 23:00:00,275.49,26436455.74151647,35788
241,2020-02-23 22:00:00,273.31,10651415.62709934,21184
242,2020-02-23 21:00:00,271.96,4829801.75737711,17399
243,2020-02-23 20:00:00,271.05,8047582.88222283,16298
244,2020-02-23 19:00:00,271.46,5519319.28293474,15950
245,2020-02-23 18:00:00,271.72,6934419.30733284,15562
246,2020-02-23 17:00:00,270.63,7164584.10972244,19051
247,2020-02-23 16:00:00,267.66,12814158.55290864,24445
248,2020-02-23 15:00:00,271.1,18192087.45074169,25135
249,2020-02-23 14:00:00,274.14000001,11642628.91453657,23281
250,2020-02-23 13:00:00,271.41898819,9854007.63332068,20762
251,2020-02-23 12:00:00,270.79320802,10191788.97051265,22302
252,2020-02-23 11:00:00,269.3,18790413.96852745,29134
253,2020-02-23 10:00:00,271.3,23065547.14254746,35559
254,2020-02-23 09:00:00,273.25,16295650.778264655,27542
255,2020-02-23 08:00:00,272.02,6308679.84112768,17650
256,2020-02-23 07:00:00,270.36,10339710.59565542,20474
257,2020-02-23 06:00:00,272.25,22910742.60172676,33726
258,2020-02-23 05:00:00,269.33,11087658.66556821,24895
259,2020-02-23 04:00:00,267.17,27027437.94575779,38052
260,2020-02-23 03:00:00,265.03,11606829.42569001,25262
261,2020-02-23 02:00:00,263.95,4205283.38197678,16145
262,2020-02-23 01:00:00,267.73,7155226.94278778,18212
263,2020-02-23 00:00:00,263.97091033,6973624.73627962,20107
264,2020-02-22 23:00:00,262.1,8584453.59711646,18653
265,2020-02-22 22:00:00,262.48,6620363.35179526,16343
266,2020-02-22 21:00:00,263.85,4464879.00089975,15937
267,2020-02-22 20:00:00,262.03,6337928.0191698,18954
268,2020-02-22 19:00:00,261.17,7037908.46033631,20399
269,2020-02-22 18:00:00,261.3,7121948.50826962,19042
270,2020-02-22 17:00:00,261.38,18304081.1232525,30699
271,2020-02-22 16:00:00,262.69,16922660.837994978,27250
272,2020-02-22 15:00:00,261.26899019999996,14220915.02623228,22667
273,2020-02-22 14:00:00,262.76868701,7587259.72585158,18342
274,2020-02-22 13:00:00,263.14,8921940.399876885,21034
275,2020-02-22 12:00:00,262.94,13588235.0870714,27583
276,2020-02-22 11:00:00,262.54,9292384.19283175,22001
277,2020-02-22 10:00:00,260.12,5976122.85937494,16837
278,2020-02-22 09:00:00,259.26201706,11521873.204825746,22514
279,2020-02-22 08:00:00,260.89,11910090.88229121,22709
280,2020-02-22 07:00:00,258.9,11195866.466647554,24023
281,2020-02-22 06:00:00,258.31,21622573.99705946,32156
282,2020-02-22 05:00:00,260.88,10292208.05225514,20937
283,2020-02-22 04:00:00,260.98987909,9435037.346416444,20360
284,2020-02-22 03:00:00,262.77,7827746.85433937,19279
285,2020-02-22 02:00:00,262.3,9078999.03011675,21566
286,2020-02-22 01:00:00,256.97,8376072.9721789,18469
287,2020-02-22 00:00:00,260.4694646,11782083.79506057,22238
288,2020-02-21 23:00:00,265.14,14265886.98693397,28046
289,2020-02-21 22:00:00,260.51,8080615.39314224,20698
290,2020-02-21 21:00:00,263.28,9725227.145798488,23050
291,2020-02-21 20:00:00,262.44,32978988.23610217,44653
292,2020-02-21 19:00:00,264.55,13706742.46763189,26258
293,2020-02-21 18:00:00,266.20799999999997,7417901.830754179,19512
294,2020-02-21 17:00:00,265.74,16515782.21744013,27683
295,2020-02-21 16:00:00,260.4694646,25845312.739170857,39230
