Model,Parameters,Accuracy,PrecisionRise,PrecisionFall,RecallRise,RecalFall,F1Rise,F1Fall
Custom Model, max_depth: 5 min_samples_split: 5 min_samples_leaf: 5,0.5417448405253283,0.5410103714597482,0.5428120522947297,0.6059479553903346,0.4763257575757575,0.571543812924147,0.5072579330994372
Custom Model, max_depth: 6 min_samples_split: 2 min_samples_leaf: 1,0.5323639774859287,0.5325281820154927,0.5321257794719695,0.6026951672862453,0.4607007575757575,0.5654093209846057,0.4937915669637077
Custom Model, max_depth: 6 min_samples_split: 2 min_samples_leaf: 2,0.5450281425891181,0.5432989428574752,0.5474428504990295,0.6175650557620816,0.4711174242424242,0.577993023545964,0.5063178411106848
Custom Model, max_depth: 6 min_samples_split: 2 min_samples_leaf: 3,0.5469043151969981,0.545657820512614,0.54864491926416,0.6092007434944238,0.4834280303030303,0.5755984009377643,0.5138555261653535
Custom Model, max_depth: 6 min_samples_split: 2 min_samples_leaf: 4,0.5344746716697936,0.534801226837528,0.5341150486987339,0.595724907063197,0.472064393939394,0.5635641421181199,0.5010928828305798
Custom Model, max_depth: 6 min_samples_split: 2 min_samples_leaf: 5,0.5330675422138836,0.5329446736010146,0.5332201460509717,0.6059479553903346,0.4588068181818182,0.5670950369349376,0.49320466733906604
Custom Model, max_depth: 6 min_samples_split: 3 min_samples_leaf: 1,0.5436210131332082,0.54248527648151,0.5451216167677776,0.6119888475836431,0.47395833333333337,0.5751149774510841,0.5070082656819684
Custom Model, max_depth: 6 min_samples_split: 3 min_samples_leaf: 2,0.5389305816135084,0.5387804627122368,0.5391859309382829,0.599907063197026,0.47679924242424243,0.5676447063618514,0.5059910266466114
Custom Model, max_depth: 6 min_samples_split: 3 min_samples_leaf: 3,0.5424484052532832,0.5414934512127986,0.543719249094976,0.6096654275092936,0.4739583333333333,0.5735398091240546,0.5064154241912179
Custom Model, max_depth: 6 min_samples_split: 3 min_samples_leaf: 4,0.5389305816135085,0.5377242143004941,0.540674882428652,0.6171003717472119,0.459280303030303,0.5745760138220343,0.49648938926529396
Custom Model, max_depth: 6 min_samples_split: 3 min_samples_leaf: 5,0.5415103189493433,0.540446157577401,0.5429856612850872,0.6115241635687733,0.47017045454545453,0.5737369033986005,0.5038753560221352
Custom Model, max_depth: 6 min_samples_split: 4 min_samples_leaf: 1,0.5379924953095685,0.5371228564969946,0.5392046776428127,0.611988847583643,0.4625946969696969,0.572074610476588,0.49790433480911717
Custom Model, max_depth: 6 min_samples_split: 4 min_samples_leaf: 2,0.5396341463414634,0.5389296380317138,0.5405774847081534,0.6092007434944238,0.46875,0.5718733549805909,0.5020438529223997
Custom Model, max_depth: 6 min_samples_split: 4 min_samples_leaf: 3,0.5412757973733584,0.5399306324338883,0.543280770403309,0.6143122676579926,0.4668560606060606,0.5745872786771336,0.5019606171209129
Custom Model, max_depth: 6 min_samples_split: 4 min_samples_leaf: 4,0.5403377110694184,0.5395466562730165,0.5415792013873431,0.6064126394052045,0.47301136363636365,0.5708782188205557,0.5047497732651254
Custom Model, max_depth: 6 min_samples_split: 4 min_samples_leaf: 5,0.5377579737335835,0.5374386730813828,0.538257007936487,0.6017657992565055,0.47253787878787884,0.5677498530872459,0.5032069577798347
Custom Model, max_depth: 6 min_samples_split: 5 min_samples_leaf: 1,0.5311913696060038,0.53116965523281,0.5313050393563455,0.6040892193308551,0.4569128787878788,0.5652335094203973,0.49122232770723456
Custom Model, max_depth: 6 min_samples_split: 5 min_samples_leaf: 2,0.5393996247654784,0.538987772010062,0.539992857558363,0.6036245353159851,0.4739583333333333,0.5694315258664819,0.5047549826492099
Custom Model, max_depth: 6 min_samples_split: 5 min_samples_leaf: 3,0.5410412757973734,0.5397426166092509,0.5428306150250901,0.6157063197026021,0.4649621212121212,0.575189889450567,0.5008293251972814
Custom Model, max_depth: 6 min_samples_split: 5 min_samples_leaf: 4,0.5325984990619137,0.5325372805500281,0.5327300339721271,0.6045539033457249,0.459280303030303,0.5662131780421864,0.4932052636282056
Custom Model, max_depth: 6 min_samples_split: 5 min_samples_leaf: 5,0.5356472795497186,0.5354887106557875,0.5358144046022112,0.6059479553903345,0.46401515151515155,0.5684878032027504,0.49724872031364153
