Model,Parameters,Accuracy,PrecisionRise,PrecisionFall,RecallRise,RecalFall,F1Rise,F1Fall
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 2 ,min_samples_leaf: 5"",0.5704433497536947,0.5705474304424161,0.5721872749453735,0.6477077557405517,0.4913781711205204,0.6059393639444608,0.5277445672893101"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 3 ,min_samples_leaf: 1"",0.5724137931034482,0.5740874402919703,0.5716060921338328,0.6630930154270978,0.4772627977242924,0.6148250469200904,0.5193863919832549"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 3 ,min_samples_leaf: 2"",0.5621393384940183,0.5580155382452696,0.5690455835750878,0.6609530970033111,0.460675513498286,0.604850945189535,0.5086942654510211"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 3 ,min_samples_leaf: 3"",0.5697396199859253,0.5629836344816618,0.5805348413581752,0.6660371489810663,0.4718206749952582,0.6099076709531811,0.5201755672575248"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 3 ,min_samples_leaf: 4"",0.5686136523574947,0.5612419521951388,0.5797641842382635,0.6602285740291653,0.4758653413166294,0.6065657138732888,0.5224897607178784"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 3 ,min_samples_leaf: 5"",0.5638282899366642,0.5614013332275998,0.5676985593807633,0.6576620120357302,0.4666603195469522,0.6055288235291629,0.5119964369020311"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 4 ,min_samples_leaf: 1"",0.5693173821252641,0.5622656278076608,0.5818192483098745,0.673203651895175,0.463954396849024,0.6122170104031078,0.5154171198084065"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 4 ,min_samples_leaf: 2"",0.566643209007741,0.5679986685382429,0.5683680214405014,0.6530585614597092,0.4782766017122102,0.6061551791494916,0.517264525526947"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 4 ,min_samples_leaf: 3"",0.5757916959887404,0.5607729448944955,0.5991123517412668,0.6818298149483433,0.4705157963990839,0.6153381314370937,0.5269559140577561"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 4 ,min_samples_leaf: 4"",0.5714285714285714,0.5711629951263417,0.5722846996921477,0.6674381488257748,0.4704002202525826,0.6153175231232868,0.5160225611363499"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 4 ,min_samples_leaf: 5"",0.5752287121745251,0.5721891347438137,0.5800566188777767,0.667832261396313,0.4785725628160623,0.6161875451137038,0.5242290513867826"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 5 ,min_samples_leaf: 1"",0.5663617171006333,0.5671135509348295,0.5656539220137994,0.6562180493599905,0.4719176851703091,0.6082607191089471,0.5143179563223053"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 5 ,min_samples_leaf: 2"",0.564954257565095,0.5714921401114382,0.5572325311136309,0.6319134714388788,0.4941345113938511,0.5996897295327708,0.5231183733133833"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 5 ,min_samples_leaf: 3"",0.562420830401126,0.547266197318506,0.5873968712342221,0.6854809245092834,0.4410632480341357,0.6085090873172456,0.5036335548199549"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 5 ,min_samples_leaf: 4"",0.570865587614356,0.5674955133394788,0.5768724145816446,0.6688549422136305,0.4698117665586219,0.6135987201015929,0.5173006044795623"
"Random Forest,""window_size: 0 , max_depth: 7 ,min_samples_split: 5 ,min_samples_leaf: 5"",0.5746657283603096,0.5815608284705143,0.564701612061792,0.654068296885005,0.4881488669038115,0.6156712959361856,0.5236096186153093"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 2 ,min_samples_leaf: 1"",0.5569317382125265,0.5531202295420197,0.5631253261240788,0.6512874267020686,0.4604259277955479,0.5980228151153442,0.5063600958740553"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 2 ,min_samples_leaf: 2"",0.5680506685432793,0.5611673379580563,0.5797761396353767,0.6698802367760262,0.4644571378128443,0.6103061024472219,0.5150325247623152"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 2 ,min_samples_leaf: 3"",0.5560872624912034,0.5495063720690614,0.5676549109956148,0.6567572871522036,0.4553513481589798,0.5976714213735485,0.5042823398250129"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 2 ,min_samples_leaf: 4"",0.5724137931034483,0.5679168286302209,0.5795169254013772,0.6597236073146603,0.4828512497407361,0.6100385435380279,0.5262886312726033"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 2 ,min_samples_leaf: 5"",0.5625615763546798,0.5600348452081926,0.5660343894315327,0.6596472013279178,0.4614966870548468,0.6057627500624644,0.508429892872059"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 3 ,min_samples_leaf: 1"",0.5714285714285715,0.5750564649971219,0.5670898242270072,0.6421758647420718,0.4965678677443218,0.6065091242794709,0.5291130017178179"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 3 ,min_samples_leaf: 2"",0.5722730471498945,0.5668361576356012,0.5821221697658657,0.6596596486874882,0.4844905193678642,0.6089469076928227,0.5277509386029794"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 3 ,min_samples_leaf: 3"",0.5558057705840957,0.5592461409616026,0.5513926744229485,0.642865982174442,0.4641750363994671,0.5979526611278531,0.5037829532873968"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 3 ,min_samples_leaf: 4"",0.5705840957072483,0.5720115107484333,0.5692380018159495,0.6470074094555555,0.4906444210159426,0.6068952438898523,0.5266019740284336"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 3 ,min_samples_leaf: 5"",0.5697396199859254,0.5729779523019651,0.5671957350414311,0.6421911888059327,0.4944670766114421,0.6049211698812218,0.527433819268499"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 4 ,min_samples_leaf: 1"",0.5766361717100633,0.5762760997521197,0.5777865680675621,0.6597877600487632,0.4894265222457445,0.6149051203307759,0.5295023172374329"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 4 ,min_samples_leaf: 2"",0.5763546798029557,0.578323619409213,0.5736790769702402,0.6610459912369411,0.4861873294057603,0.6168480851571299,0.5262199596271881"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 4 ,min_samples_leaf: 3"",0.5681914144968332,0.571902314041676,0.5636972941627127,0.6432202368608316,0.4890669115303773,0.6052116590591146,0.5234040961470174"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 4 ,min_samples_leaf: 4"",0.5591836734693878,0.5474167776765894,0.5809478001484889,0.6689737207515892,0.453431197661432,0.6008623857362452,0.5075025666232464"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 4 ,min_samples_leaf: 5"",0.5708655876143561,0.5657647687498637,0.5787322630050398,0.6563732457586564,0.4836569453204498,0.6074323799036366,0.5265385926744132"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 5 ,min_samples_leaf: 1"",0.5686136523574947,0.5662581958114448,0.5729512919624579,0.657022490836907,0.4773792539457018,0.6079332248603185,0.5203000529762927"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 5 ,min_samples_leaf: 2"",0.5648135116115413,0.5744521795566015,0.5511491854930191,0.6443349911451287,0.4777856160751294,0.607359613955374,0.5118034045230482"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 5 ,min_samples_leaf: 3"",0.568332160450387,0.5716743511874947,0.5659438761280283,0.6477645840800463,0.4859974946266753,0.6064454554604797,0.521611980227245"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 5 ,min_samples_leaf: 4"",0.5693173821252641,0.5724618958696109,0.566381874663581,0.6552133475437236,0.4787544708423661,0.6104914673280171,0.5180187713704429"
"Random Forest,""window_size: 0 , max_depth: 8 ,min_samples_split: 5 ,min_samples_leaf: 5"",0.5631245601688951,0.560141450122456,0.5686004146609183,0.6643451519466967,0.4592288358988486,0.6072527780998414,0.5072320023878301"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 2 ,min_samples_leaf: 1"",0.5646727656579873,0.5597118284026342,0.5725589355770138,0.6636527455021857,0.4631656207975714,0.6071163872742099,0.5118599163589204"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 2 ,min_samples_leaf: 2"",0.5667839549612949,0.5610673847359986,0.5750329078804002,0.6511872812769534,0.4808225704563265,0.6025721427514087,0.5234704508639182"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 2 ,min_samples_leaf: 3"",0.5634060520760029,0.5671315809935615,0.5597561726044411,0.6320458229194337,0.4921509409399637,0.5973104508564633,0.5230889889655076"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 2 ,min_samples_leaf: 4"",0.5726952850105561,0.5711041015237439,0.5759440090886547,0.6569472786863921,0.4854331954244873,0.6106953303538509,0.5263808674740156"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 2 ,min_samples_leaf: 5"",0.564954257565095,0.5711837823734499,0.5561962972991102,0.6458341963257546,0.4778485949052774,0.6061671192773679,0.5139720314658415"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 3 ,min_samples_leaf: 1"",0.5703026038001408,0.5715995434340672,0.5701688574770173,0.6508426938453404,0.4866678918936715,0.608060871512361,0.5242812988586224"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 3 ,min_samples_leaf: 2"",0.5746657283603096,0.5798939515303071,0.5681189742964997,0.6465072700823942,0.4983255222685742,0.6111331566384776,0.5306199213652595"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 3 ,min_samples_leaf: 3"",0.564954257565095,0.5679059680911617,0.561213612889176,0.6398580152681086,0.4860398742678854,0.6015613073962929,0.5206426027083737"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 3 ,min_samples_leaf: 4"",0.5611541168191415,0.5653647004633509,0.5572149262822251,0.6457693110111754,0.4726998208588669,0.6021352288281119,0.5103765571163339"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 3 ,min_samples_leaf: 5"",0.5745249824067559,0.5722192761748657,0.5832945253823245,0.6662910909661466,0.4829204903975951,0.6137733193759092,0.5254767773634066"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 4 ,min_samples_leaf: 1"",0.5742434904996482,0.5674055767343585,0.5848483750730085,0.6648910794940642,0.4819946577929163,0.6120430991119773,0.5280959931773713"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 4 ,min_samples_leaf: 2"",0.5731175228712175,0.5778233717185548,0.5672690364436243,0.6456116252442641,0.4959455678931105,0.6096008436067972,0.5288585804841589"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 4 ,min_samples_leaf: 3"",0.5670654468684025,0.5694908215523309,0.5639746209941648,0.6466031031378761,0.4831637735773433,0.6054274753635842,0.5202015091936721"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 4 ,min_samples_leaf: 4"",0.5563687543983111,0.5547909870375409,0.5618564265146835,0.6506607987625027,0.4611883072813477,0.5978252042263517,0.5049153910160753"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 4 ,min_samples_leaf: 5"",0.5657987332864179,0.5596853513711638,0.5751518787308229,0.6566525755068269,0.4736001585231341,0.6041102202511999,0.5192128796393581"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 5 ,min_samples_leaf: 1"",0.5541168191414497,0.5504234397081812,0.5597542881823754,0.6509449559658322,0.45501430308518104,0.5963308384422543,0.5017146991807617"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 5 ,min_samples_leaf: 2"",0.5610133708655877,0.561286178159063,0.5607777589115254,0.6426557535870957,0.47600055503680394,0.5991330865944148,0.5148017606238654"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 5 ,min_samples_leaf: 3"",0.567487684729064,0.5601471100822206,0.5810979125453569,0.6595438786170755,0.4762611670160412,0.6047313065138271,0.5219318583311116"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 5 ,min_samples_leaf: 4"",0.5639690358902182,0.5643336270070072,0.5641763858107233,0.6438160090985935,0.4809996979647784,0.6010854558354326,0.5186709947136449"
"Random Forest,""window_size: 0 , max_depth: 9 ,min_samples_split: 5 ,min_samples_leaf: 5"",0.5601688951442647,0.55541596972229,0.5667730442453356,0.6412642802785704,0.4773761977771612,0.5951287131160268,0.5180140651485977"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 2 ,min_samples_leaf: 1"",0.5636875439831105,0.5654958807924186,0.5622918881601859,0.639563518133532,0.4849373774042777,0.5998478348335132,0.5202327028904771"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 2 ,min_samples_leaf: 2"",0.5545390570021111,0.5478497677409446,0.5645383839957461,0.6468705161920082,0.4615340442187108,0.5930634586938693,0.507547107143566"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 2 ,min_samples_leaf: 3"",0.5598874032371569,0.5530530933870477,0.5700959883866231,0.6502779249576484,0.4686107758573835,0.5975068332198257,0.5139980008418956"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 2 ,min_samples_leaf: 4"",0.5687543983110486,0.5639472562751051,0.5774964599437254,0.6503068159292675,0.4866920774894082,0.6033531321466472,0.527225371286993"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 2 ,min_samples_leaf: 5"",0.5686136523574947,0.5735494173303823,0.562257717006166,0.6475540194121452,0.4844362134464175,0.6080013395981179,0.5200694222186324"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 3 ,min_samples_leaf: 1"",0.5726952850105559,0.5736716375359381,0.5715813046847468,0.6449185599392084,0.4969363574345449,0.6070715171019031,0.5314345189512354"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 3 ,min_samples_leaf: 2"",0.5589021815622802,0.5611561258237987,0.5557587966732244,0.6430203694272717,0.4701924448887365,0.5991299089850548,0.5091403244645878"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 3 ,min_samples_leaf: 3"",0.559042927515834,0.5576307883522367,0.5611194520266544,0.6366820885828437,0.4791950811325586,0.5944133624993699,0.5167718003047048"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 3 ,min_samples_leaf: 4"",0.5650950035186488,0.5739404582492409,0.5535444850345025,0.6345243884086705,0.4903213248720861,0.6025326635812129,0.5197789117041797"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 3 ,min_samples_leaf: 5"",0.5717100633356791,0.5735888103301958,0.5693257543158793,0.6491641396354281,0.4898769146883921,0.6088275398517474,0.5263177191892451"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 4 ,min_samples_leaf: 1"",0.5679099225897255,0.5687627102104809,0.5677706672758644,0.639480106410673,0.4940446448742901,0.6016130798593817,0.5277828181332603"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 4 ,min_samples_leaf: 2"",0.5532723434201267,0.5533444299033832,0.5545543484224907,0.6437432961415165,0.4605913087833138,0.5945796654794661,0.5025023531333828"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 4 ,min_samples_leaf: 3"",0.5617171006333568,0.5556540944190604,0.5706274001819851,0.6390290589035994,0.4840960641402328,0.5941793945812834,0.5234657160561692"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 4 ,min_samples_leaf: 4"",0.5728360309641098,0.574473796165914,0.5716823636564856,0.6504023436396669,0.4917854225576026,0.6096169746267063,0.5280809870148202"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 4 ,min_samples_leaf: 5"",0.5645320197044336,0.5644638361903805,0.5659635227498999,0.6473834351981698,0.479139006468676,0.602595280588589,0.5182534753539982"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 5 ,min_samples_leaf: 1"",0.5714285714285715,0.5743195192084516,0.5692925165381617,0.652439815513193,0.4869584485413648,0.6101566494366892,0.5238460618814686"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 5 ,min_samples_leaf: 2"",0.5565095003518649,0.5532967822859515,0.5621204648587976,0.6493349022424744,0.4617371641803693,0.5971284987582961,0.5064649684499613"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 5 ,min_samples_leaf: 3"",0.5622800844475722,0.5674917774952146,0.5559872518961437,0.6256216389666805,0.495721586405775,0.5949282219020825,0.5238625547376208"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 5 ,min_samples_leaf: 4"",0.5600281491907108,0.5559522884532113,0.5663218958078797,0.6471491845856091,0.4711467420390325,0.5978959714921683,0.5140677827531672"
"Random Forest,""window_size: 0 , max_depth: 10 ,min_samples_split: 5 ,min_samples_leaf: 5"",0.5659394792399718,0.5681227739099268,0.5632827299017346,0.6437452934491045,0.4842295798965068,0.6034136704264652,0.5205645086217224"
