Model,Parameters,Accuracy,PrecisionRise,PrecisionFall,RecallRise,RecalFall,F1Rise,F1Fall
"Random Forest,""window_size: 1 , max_depth: 5 ,min_samples_split: 5 ,min_samples_leaf: 4"",0.5736619718309859,0.5652666228968081,0.5898254474655531,0.703852174589338,0.43975612070133935,0.6265624231839859,0.5030697178907361"
"Random Forest,""window_size: 1 , max_depth: 5 ,min_samples_split: 5 ,min_samples_leaf: 5"",0.561549295774648,0.5589426897177244,0.5676314683453868,0.6927525292141093,0.4242848447371915,0.6182358535542296,0.4847520289600412"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 2 ,min_samples_leaf: 1"",0.5621126760563381,0.548254991669445,0.5888594822723835,0.6988989483730899,0.4275150947966768,0.6137884421279112,0.4941898875467128"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 2 ,min_samples_leaf: 2"",0.5685915492957746,0.5564744880927608,0.5896551119881843,0.6985373584217518,0.43760722993597867,0.6193313889974159,0.5022088190431714"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 2 ,min_samples_leaf: 3"",0.5605633802816902,0.5648771672618997,0.5556665734459015,0.6568857284346905,0.4585108713450817,0.6068461168288313,0.5015679784496584"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 2 ,min_samples_leaf: 4"",0.5661971830985915,0.5669103814643472,0.5654799906986383,0.6693894482470679,0.4569963851408964,0.6137534947764842,0.5052712094195131"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 2 ,min_samples_leaf: 5"",0.5550704225352112,0.5473769256904356,0.5687021022563252,0.685169503207524,0.4220216573500825,0.6084046130258066,0.4840972988942783"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 3 ,min_samples_leaf: 1"",0.5690140845070423,0.5633504147677602,0.5792716917560125,0.6851582343528859,0.4493756727343019,0.6179318586965598,0.5055078376443799"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 3 ,min_samples_leaf: 2"",0.5677464788732395,0.5630741026205817,0.5771926156063681,0.6854609283593283,0.44625615818495296,0.6176864717975603,0.5024202268683291"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 3 ,min_samples_leaf: 3"",0.5642253521126761,0.5688644079219831,0.5597626056736156,0.651775770753962,0.4721263978664593,0.6067509891618872,0.5111646993455453"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 3 ,min_samples_leaf: 4"",0.5711267605633803,0.5848185242830144,0.5525215505926747,0.6462244105132631,0.4876580560790894,0.6138085393362896,0.5178156340077607"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 3 ,min_samples_leaf: 5"",0.5677464788732395,0.5596101751792621,0.5813025211627391,0.6840935410403458,0.44884723437439183,0.6154395972849855,0.5062277251666749"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 4 ,min_samples_leaf: 1"",0.5576056338028168,0.5493066537155681,0.5748849547575053,0.6829904803282391,0.4323079648921865,0.6079553387847401,0.4918019558403796"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 4 ,min_samples_leaf: 2"",0.5652112676056338,0.5659180130338111,0.5652554708217334,0.6731005720045885,0.4510416640811174,0.6145406216986796,0.5012106333646564"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 4 ,min_samples_leaf: 3"",0.5590140845070423,0.5493047870046783,0.5762244831421078,0.6961182175443958,0.4195923725340109,0.6140369384690604,0.4855409158822983"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 4 ,min_samples_leaf: 4"",0.5725352112676056,0.579818280865938,0.5620233756688952,0.6663321254880638,0.4698379163166568,0.6198655555898631,0.5114693691048791"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 4 ,min_samples_leaf: 5"",0.5688732394366196,0.5607091506242335,0.5841665030858331,0.6958715192527806,0.43868165047325797,0.6205907700037094,0.5002515375221358"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 5 ,min_samples_leaf: 1"",0.5626760563380282,0.5650786487031365,0.5602200498677496,0.6505387205823138,0.47036749663592897,0.6042219890658942,0.510413810587762"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 5 ,min_samples_leaf: 2"",0.5632394366197183,0.5672745759910546,0.5579665912113895,0.6592771115184908,0.4609597998655213,0.6095047038678584,0.5043480514575396"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 5 ,min_samples_leaf: 3"",0.5640845070422535,0.5670798400531771,0.5602990565749069,0.6697859957001222,0.4510498822300598,0.6138741481284955,0.4992759537172386"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 5 ,min_samples_leaf: 4"",0.5736619718309859,0.5823814077644546,0.5611359092472907,0.6642260155316665,0.4740475038427226,0.6203323798856987,0.5134611978733231"
"Random Forest,""window_size: 1 , max_depth: 6 ,min_samples_split: 5 ,min_samples_leaf: 5"",0.5625352112676056,0.557230852544192,0.5719376458446007,0.6795399312043153,0.4421264959159178,0.6121099623417985,0.4983731130455218"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 2 ,min_samples_leaf: 1"",0.5638028169014084,0.5593213286860336,0.5724810538472554,0.6816863454312098,0.4418220944027232,0.6140184482333058,0.4979697493656114"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 2 ,min_samples_leaf: 2"",0.5692957746478873,0.5611255226684725,0.5829680778587257,0.6789406656730071,0.4579879141590409,0.6141389012209436,0.5125246153621046"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 2 ,min_samples_leaf: 3"",0.5608450704225352,0.5599486607389619,0.5631187543914318,0.6680680177059709,0.44888754291027294,0.608951617954266,0.4991004749992024"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 2 ,min_samples_leaf: 4"",0.5645070422535211,0.5623796469703088,0.5686571580837854,0.6731227384477142,0.4514043541831087,0.6124685493609361,0.5028499370453738"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 2 ,min_samples_leaf: 5"",0.5623943661971831,0.5452812920847354,0.5947784865617545,0.7108712779758013,0.4168179109979972,0.6168594972899271,0.4895810372039414"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 3 ,min_samples_leaf: 1"",0.5711267605633802,0.572450143608578,0.56945996163843,0.6717571725195624,0.4636970772983581,0.6180412229955002,0.5110187182139668"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 3 ,min_samples_leaf: 2"",0.561549295774648,0.5540720916786507,0.5748264595011724,0.6827645739944719,0.4378495244304207,0.6114585117528748,0.49658256262353795"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 3 ,min_samples_leaf: 3"",0.5528169014084507,0.5582838330962663,0.5454591318891325,0.6530472360254878,0.4460877522284161,0.6016190593251431,0.4903274479219951"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 3 ,min_samples_leaf: 4"",0.572112676056338,0.5688023088691618,0.580473793313286,0.6867921961166911,0.45350522416649497,0.6212862170006576,0.5075609731481288"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 3 ,min_samples_leaf: 5"",0.5694366197183098,0.5681635285888066,0.5727866865111138,0.6709644219305924,0.4636518157025216,0.6148386425430983,0.5117883406020318"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 4 ,min_samples_leaf: 1"",0.5697183098591551,0.5586008778567113,0.5903725119967335,0.6957174192818474,0.4436864494766095,0.6189074214836499,0.5052880498151607"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 4 ,min_samples_leaf: 2"",0.5626760563380282,0.5596899785436846,0.5678227697101257,0.6570908197286223,0.4654646558719115,0.6042749980060197,0.5112551450244747"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 4 ,min_samples_leaf: 3"",0.5597183098591549,0.5645705914286365,0.5533057478765573,0.6453390974971924,0.4686641913667237,0.6020037251819441,0.5071329072167419"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 4 ,min_samples_leaf: 4"",0.5643661971830987,0.5699273368851718,0.5571717282932768,0.653199275519151,0.4693595003843269,0.60836361309635,0.5089006913260475"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 4 ,min_samples_leaf: 5"",0.5714084507042253,0.5664175210184064,0.5796870496753488,0.6803958429262777,0.4583313898425492,0.6180105479229223,0.5116128966333433"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 5 ,min_samples_leaf: 1"",0.5616901408450705,0.5581443785829091,0.5680811042963865,0.6674794068801346,0.4526585291101953,0.6076127529726415,0.5033186249984511"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 5 ,min_samples_leaf: 2"",0.5684507042253522,0.576059770170416,0.5571172662094661,0.6625042197127807,0.4654036332519851,0.6161560374514634,0.5069565284202888"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 5 ,min_samples_leaf: 3"",0.5532394366197183,0.5517688705235795,0.5557636833782894,0.6524288538982315,0.4507658685901053,0.5976533863155885,0.4974456581883076"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 5 ,min_samples_leaf: 4"",0.5580281690140845,0.5589301187040351,0.5581042878971499,0.6577040607907967,0.454185560637329,0.6038385387591385,0.5001577339563221"
"Random Forest,""window_size: 1 , max_depth: 7 ,min_samples_split: 5 ,min_samples_leaf: 5"",0.5688732394366198,0.5635273918173256,0.579176148661855,0.6802339472132151,0.4547513131881184,0.6158734543776679,0.5086408038655141"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 2 ,min_samples_leaf: 1"",0.5564788732394366,0.5624298280445988,0.5491126666734425,0.6341497817655919,0.4747143193250077,0.5956197118685866,0.5084957353947572"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 2 ,min_samples_leaf: 2"",0.5674647887323945,0.5786591499354035,0.5536152002905073,0.6316266506695049,0.4980916094833235,0.6036495214379456,0.5239575526759856"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 2 ,min_samples_leaf: 3"",0.5598591549295775,0.5585746473409244,0.5625985415250322,0.6586309154505438,0.45760650493737803,0.6041646417716604,0.504216337578534"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 2 ,min_samples_leaf: 4"",0.5656338028169015,0.5699094320605116,0.5599411445361271,0.6479160021902286,0.478286273931687,0.6062351643319132,0.5156573578949525"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 2 ,min_samples_leaf: 5"",0.5643661971830987,0.5625201842639032,0.5677066401420998,0.6648493657001329,0.4599089751967197,0.6092078419864538,0.5078793550794537"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 3 ,min_samples_leaf: 1"",0.5697183098591551,0.5732135598595105,0.5675138238843445,0.6530242007636659,0.4831394927017762,0.6095460004371758,0.5205197342828585"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 3 ,min_samples_leaf: 2"",0.5626760563380282,0.5758333141150206,0.5463614496899967,0.633825235639706,0.4849865103277148,0.6028534944413425,0.5129487100316072"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 3 ,min_samples_leaf: 3"",0.5569014084507042,0.550448734894114,0.5677695626434699,0.6619858477521255,0.4508453421324821,0.6007513129806175,0.5020871855512778"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 3 ,min_samples_leaf: 4"",0.5743661971830986,0.5690091514050316,0.583353134663087,0.6748141118185441,0.4709164776316676,0.6171595617922168,0.5207932869503541"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 3 ,min_samples_leaf: 5"",0.5657746478873239,0.573659175813915,0.5554852013364251,0.6397322086872501,0.4863059904844483,0.6046527346282039,0.5182728919861066"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 4 ,min_samples_leaf: 1"",0.5477464788732395,0.5527586349845414,0.5410412809267884,0.6335893021145996,0.4571926963901272,0.5901866340343648,0.4952419101154719"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 4 ,min_samples_leaf: 2"",0.5626760563380282,0.5598812757496896,0.5684578500715199,0.658640015439289,0.46414604513973295,0.6047147720131839,0.5101840488817398"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 4 ,min_samples_leaf: 3"",0.5550704225352113,0.5514655567500574,0.5611256324761625,0.6619344477594676,0.4447060508301117,0.6014928824070908,0.4958007494538531"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 4 ,min_samples_leaf: 4"",0.5763380281690141,0.5739987152025101,0.5803208276425584,0.6760612606848369,0.4714971776777154,0.6206650441398365,0.5199595294094461"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 4 ,min_samples_leaf: 5"",0.5638028169014084,0.5635283843099103,0.564345150656598,0.6593961994325499,0.4634996102433386,0.6076056047658881,0.5088295016654357"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 5 ,min_samples_leaf: 1"",0.5559154929577466,0.5547415321050645,0.5584033063338982,0.6562449789920816,0.451804733420868,0.6009023187697219,0.4989504223742575"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 5 ,min_samples_leaf: 2"",0.5640845070422535,0.5827404304983812,0.5386643387007444,0.6335618182104638,0.4852727724570462,0.6070175990709613,0.5104661372768238"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 5 ,min_samples_leaf: 3"",0.5678873239436619,0.5585423302453609,0.5838167988307643,0.6703375152090071,0.4660013644986221,0.6087103164983806,0.517355437180886"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 5 ,min_samples_leaf: 4"",0.558169014084507,0.5546866886114261,0.5639076178468064,0.6620976575066265,0.4509695433184962,0.6035222887181408,0.5009629639498986"
"Random Forest,""window_size: 1 , max_depth: 8 ,min_samples_split: 5 ,min_samples_leaf: 5"",0.5587323943661973,0.5569173415025551,0.5636641511547467,0.6490041144910911,0.4673150394299445,0.5986147615573166,0.5098700003671903"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 2 ,min_samples_leaf: 1"",0.563943661971831,0.5697730052369165,0.5567838077195753,0.6271286789720915,0.4974621353419331,0.5967315869886237,0.5250523299100889"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 2 ,min_samples_leaf: 2"",0.563943661971831,0.5658974706657502,0.5613188082125212,0.6492205038655294,0.4739242785942937,0.6046098476782809,0.5138167643455425"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 2 ,min_samples_leaf: 3"",0.5619718309859156,0.5676732458486278,0.5556818325782988,0.6480943458272523,0.4708008831214805,0.6045491737728617,0.5087153549332829"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 2 ,min_samples_leaf: 4"",0.5628169014084508,0.5618364380287,0.5649372167450986,0.6716015142691119,0.4487731130494211,0.6116166457435416,0.4998556256006713"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 2 ,min_samples_leaf: 5"",0.5549295774647887,0.5528367733905918,0.5609981515263769,0.6483322256443754,0.4612621703989079,0.5956599829695456,0.5048470438831099"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 3 ,min_samples_leaf: 1"",0.5628169014084508,0.5612017526730854,0.5664188643748835,0.6545027841871822,0.4683138517117762,0.6037559324581806,0.5119324073201608"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 3 ,min_samples_leaf: 2"",0.558169014084507,0.5556120316499198,0.5630822280687137,0.6544274943762892,0.4597509607554468,0.6005698575270251,0.505653153838024"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 3 ,min_samples_leaf: 3"",0.5601408450704225,0.5616724193400029,0.5582622688289682,0.6497066093834749,0.466226369435,0.6022478300260685,0.5077510011092115"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 3 ,min_samples_leaf: 4"",0.5674647887323944,0.5642876153830125,0.5726455296644456,0.6696964383215593,0.4611459722157381,0.6123639275276551,0.5106942027600757"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 3 ,min_samples_leaf: 5"",0.5601408450704225,0.5562408057809355,0.5667733773182976,0.6597679552834499,0.4579803393212305,0.6032981516928271,0.5061419211520258"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 4 ,min_samples_leaf: 1"",0.5602816901408451,0.5551689452935336,0.569187374195303,0.660752488204879,0.4581976445282207,0.6029423128235026,0.5069873847943657"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 4 ,min_samples_leaf: 2"",0.5564788732394366,0.548528358580852,0.5699497920722325,0.6552321532550933,0.4584253363166462,0.5964477919880226,0.5071055094420764"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 4 ,min_samples_leaf: 3"",0.5559154929577466,0.5525072691045432,0.5615814494573166,0.6487111101919408,0.4611471620867419,0.5964727985260513,0.5060066861738949"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 4 ,min_samples_leaf: 4"",0.5683098591549296,0.5657551207034447,0.5726693783256506,0.6613993227485613,0.4718907071337844,0.6095983618451064,0.5170218907083415"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 4 ,min_samples_leaf: 5"",0.5569014084507043,0.5578729382585835,0.555285919669353,0.6545755915699794,0.4539442556801248,0.6022812802781702,0.4993480588449869"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 5 ,min_samples_leaf: 1"",0.5601408450704225,0.5669043574027819,0.5513492203924015,0.6451122099922812,0.4693318291121104,0.6031445383186282,0.5065419333320812"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 5 ,min_samples_leaf: 2"",0.5630985915492958,0.5720394547521716,0.5514490534343793,0.628710732941676,0.492501014858899,0.5988851471981016,0.5201099314533533"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 5 ,min_samples_leaf: 3"",0.5501408450704226,0.5512053644417221,0.548697575670444,0.6493252161951497,0.4465566728366445,0.5961372409412593,0.4922529113440746"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 5 ,min_samples_leaf: 4"",0.5621126760563382,0.5602430653345342,0.5658344457593634,0.6523886471673894,0.4693201957631883,0.6024566015449885,0.5126326764311908"
"Random Forest,""window_size: 1 , max_depth: 9 ,min_samples_split: 5 ,min_samples_leaf: 5"",0.5573239436619718,0.5671159468685805,0.544881928204101,0.6321182934125185,0.4771660939142971,0.5974239361866346,0.5081736139975688"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 2 ,min_samples_leaf: 1"",0.5692957746478874,0.5654028869034863,0.5757449037404336,0.6567308756636201,0.4793410420268716,0.6073717105573916,0.5226700179850804"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 2 ,min_samples_leaf: 2"",0.5674647887323945,0.5742533365480209,0.5601741159558857,0.6511599894124613,0.4787750132425024,0.6094959441550919,0.5151956707116051"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 2 ,min_samples_leaf: 3"",0.5608450704225353,0.5645068315625698,0.5558416664864003,0.6487769386914238,0.4675240167107316,0.6035541278680239,0.5076565476702526"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 2 ,min_samples_leaf: 4"",0.5484507042253521,0.5470399310853576,0.5517649045933124,0.6394027841675616,0.4556409831857802,0.589208282929799,0.4985194448499266"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 2 ,min_samples_leaf: 5"",0.5588732394366198,0.5632633485247195,0.5531411642580057,0.6425615371677266,0.4702314383333602,0.6000242412412051,0.5079120866129192"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 3 ,min_samples_leaf: 1"",0.5567605633802817,0.56463975924565,0.5456612290168417,0.6359792013393024,0.4712918837892358,0.5981708253754757,0.5057354831437493"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 3 ,min_samples_leaf: 2"",0.5659154929577465,0.5659500981380635,0.5665705619374373,0.6521193107696445,0.4758876699463692,0.6057575841293916,0.5169355721720513"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 3 ,min_samples_leaf: 3"",0.5543661971830987,0.5543905772624167,0.5560912009957715,0.6431023376032377,0.4638261751514031,0.5947750317378768,0.5048326999913537"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 3 ,min_samples_leaf: 4"",0.5614084507042254,0.5614598837291073,0.5616300890082839,0.6513260865671322,0.467565122826676,0.6028120555823756,0.5099501275376872"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 3 ,min_samples_leaf: 5"",0.558169014084507,0.5595293910681751,0.5569662513860832,0.6485792243905515,0.4639553181799694,0.6004481609140692,0.505744434700337"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 4 ,min_samples_leaf: 1"",0.5549295774647888,0.5448313767766073,0.5705670602506402,0.6579797706362187,0.4524514300462483,0.5959439388753724,0.5044718635191476"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 4 ,min_samples_leaf: 2"",0.5595774647887325,0.5677294930163552,0.5490375126377602,0.6386980478082287,0.4749381627734166,0.6007487868017904,0.508790889987806"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 4 ,min_samples_leaf: 3"",0.5594366197183099,0.5495561056396399,0.5745204865920275,0.659191832813974,0.4598629021221589,0.5992342500318039,0.5105633982828912"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 4 ,min_samples_leaf: 4"",0.5497183098591549,0.5449628040638206,0.5578255330293033,0.6493548590013476,0.4491033796508964,0.5921846575281641,0.4969155116741004"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 4 ,min_samples_leaf: 5"",0.563943661971831,0.5629884956263921,0.5666359101257258,0.6539204285759116,0.47055595923012,0.6045019263560543,0.5132142384518084"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 5 ,min_samples_leaf: 1"",0.5560563380281691,0.5618917299334293,0.5488106096245938,0.6247229425236525,0.4835781974309771,0.5913475730319981,0.5137083883840254"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 5 ,min_samples_leaf: 2"",0.5698591549295775,0.5617744069885424,0.5817507609053709,0.657918616680213,0.4808679470018442,0.6059378588786865,0.5263439744439857"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 5 ,min_samples_leaf: 3"",0.553661971830986,0.5563110830994571,0.5506333214999198,0.6434774124089084,0.4596723970168101,0.5964052463301259,0.5005775903797728"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 5 ,min_samples_leaf: 4"",0.5497183098591549,0.5541041863949312,0.5436355535117602,0.6380369762758225,0.45643125358783604,0.5929952885992748,0.4960522498022467"
"Random Forest,""window_size: 1 , max_depth: 10 ,min_samples_split: 5 ,min_samples_leaf: 5"",0.5647887323943662,0.5616374594272463,0.5701450379635399,0.6532177706942927,0.47433578150671796,0.603588675760468,0.5172882116471715"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 2 ,min_samples_leaf: 1"",0.5585915492957747,0.5628885878082783,0.5538779625041672,0.6317755104734629,0.4822633950569354,0.5947606612076091,0.5148130784840678"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 2 ,min_samples_leaf: 2"",0.5680281690140845,0.5661762289082449,0.572349679987781,0.6584465115018001,0.4749880109076958,0.6082523876825018,0.5182536849956362"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 2 ,min_samples_leaf: 3"",0.5507042253521127,0.5569718668334384,0.5442375073780135,0.6185058441197058,0.4806523387128553,0.5852791382999444,0.5093385377533133"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 2 ,min_samples_leaf: 4"",0.5556338028169014,0.5545734653983666,0.5581260157205968,0.6454554322477731,0.463479579514228,0.596203279323476,0.5059110791689783"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 2 ,min_samples_leaf: 5"",0.5628169014084508,0.5729641588580763,0.5499324080651223,0.6164418191030059,0.5049547953858937,0.5938109980601123,0.5263634429784068"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 3 ,min_samples_leaf: 1"",0.5505633802816902,0.5541151047783531,0.5463861028837889,0.6303244027895911,0.4673811019581793,0.5893606409564128,0.5032827901576681"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 3 ,min_samples_leaf: 2"",0.5557746478873239,0.5620520817860818,0.547900856776453,0.6334183857463467,0.4737049081241405,0.5952467845771686,0.5076173732318148"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 3 ,min_samples_leaf: 3"",0.553661971830986,0.5606286447480009,0.5447552583739869,0.6377964119413086,0.4642059485470673,0.5963248661817412,0.5006609919066825"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 3 ,min_samples_leaf: 4"",0.5666197183098591,0.5668946581594673,0.5666345578871624,0.642991664091511,0.4873564198711741,0.6023660341757868,0.5237840956499407"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 3 ,min_samples_leaf: 5"",0.5601408450704225,0.5651202809431449,0.5536071240554383,0.6371480292351512,0.47845807288833403,0.5987970697037183,0.5130507858469204"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 4 ,min_samples_leaf: 1"",0.5580281690140845,0.561671266114101,0.5531739970711319,0.6308060057385612,0.4813211224094117,0.5941471616162348,0.5146194810287633"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 4 ,min_samples_leaf: 2"",0.5612676056338028,0.5682481139288452,0.5530375966785106,0.6248274397763447,0.4940568071994242,0.5947837454690602,0.521354374696506"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 4 ,min_samples_leaf: 3"",0.5561971830985916,0.5510431333072209,0.5652443811008327,0.651780012784155,0.4600361577447368,0.5966205290188744,0.5063830451503486"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 4 ,min_samples_leaf: 4"",0.5647887323943662,0.5590842391008211,0.5736564002120289,0.6581070783058195,0.4699163204376998,0.6043657230445055,0.5163596348726662"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 4 ,min_samples_leaf: 5"",0.5529577464788732,0.5514639774141301,0.5555923369794201,0.6413572152862457,0.4622232607799261,0.5928400804696122,0.5043878751888516"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 5 ,min_samples_leaf: 1"",0.5549295774647888,0.5603063405565738,0.5473055562870675,0.6239119431349174,0.4813849711479883,0.5903237012681044,0.5121144171391336"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 5 ,min_samples_leaf: 2"",0.5614084507042253,0.5694663390971083,0.5517642955414338,0.6398628311619157,0.4784326338917467,0.6018256960162096,0.5114127987197711"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 5 ,min_samples_leaf: 3"",0.5530985915492957,0.5654501888134426,0.5373525795033868,0.6190092971816652,0.4818657306139684,0.5906644493583001,0.5076170544944043"
"Random Forest,""window_size: 1 , max_depth: 11 ,min_samples_split: 5 ,min_samples_leaf: 4"",0.5653521126760563,0.5737968116994242,0.5553209322336365,0.6308139811582515,0.4957078721009854,0.6004203601268998,0.5230688270798218"
