Model,Parameters,Accuracy,PrecisionRise,PrecisionFall,PrecisionStay,RecallRise,RecalFall,RecalStay,F1Rise,F1Fall,F1Stay
Random Forest,window_size: 0  max_depth: 6 min_samples_split: 4 min_samples_leaf: 5,0.43654703260614586,0.4218145078498214,0.45881670031464794,0.4379080481875662,0.3908400683421016,0.3127916192116261,0.5987643851878487,0.4051153339683101,0.3708613271033165,0.5055043072741464
Random Forest,window_size: 0  max_depth: 6 min_samples_split: 5 min_samples_leaf: 1,0.4356087262491204,0.4197660518179477,0.4686154661843962,0.4317332386268132,0.4008974027520756,0.3097072491609614,0.59594105387591,0.4098320420609027,0.3720108432566705,0.500366192311693
Random Forest,window_size: 0  max_depth: 6 min_samples_split: 5 min_samples_leaf: 2,0.4303307529908515,0.4330709743522647,0.4451359763126477,0.421242260045816,0.40609600024002734,0.3075788958424975,0.5769667000414667,0.41903370153751424,0.3635588869084673,0.4868415814389706
Random Forest,window_size: 0  max_depth: 6 min_samples_split: 5 min_samples_leaf: 3,0.4340839784189538,0.4226669318091609,0.4404421344132836,0.44014270921516346,0.3799932551435001,0.3080359736225986,0.6084441065718028,0.39937493516710937,0.3617371570023436,0.5104792869927873
Random Forest,window_size: 0  max_depth: 6 min_samples_split: 5 min_samples_leaf: 4,0.4317382125263898,0.4272243315734015,0.45678813439395005,0.4249800806253785,0.3973935685703689,0.2996129794150207,0.5980450000665517,0.4105496828995521,0.3614240399080335,0.4958462003703948
Random Forest,window_size: 0  max_depth: 6 min_samples_split: 5 min_samples_leaf: 5,0.4372507623739151,0.4292267764860873,0.4629564753074954,0.4322958489388062,0.4092594758294445,0.30277702459999034,0.597062208370503,0.418151788448648,0.3658390165575354,0.5010430868041741
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 2 min_samples_leaf: 1,0.4230588787239034,0.4129778310235462,0.4415805066887356,0.4219195526069624,0.3933409436211921,0.30104611925174946,0.5744679316754294,0.4022302855515145,0.3576307381123384,0.4860802828253688
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 2 min_samples_leaf: 2,0.4381890687309407,0.4251087363673388,0.4604244922626106,0.4374940149739934,0.40611504658143377,0.3308528271711257,0.5746444374925187,0.4151634654079165,0.3837629108999249,0.4963660534571452
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 2 min_samples_leaf: 3,0.43361482524044104,0.4235413455599659,0.4491052037410912,0.4333844313831885,0.3987560161134316,0.3148027905026678,0.5845952098635077,0.4105034630690949,0.3694862225136992,0.4971323142667504
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 2 min_samples_leaf: 4,0.4340839784189538,0.4486337418080095,0.4305073904858742,0.4283025369159874,0.3861013404128677,0.3176165673697076,0.5999494819053041,0.4143458581321163,0.3651701103802276,0.499106982180881
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 2 min_samples_leaf: 5,0.435374149659864,0.4172195164583697,0.4523761863469015,0.4408444995054503,0.4168454810873212,0.3081268395207549,0.5813788448221626,0.4162119192475325,0.3663373750724157,0.501157092569544
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 3 min_samples_leaf: 1,0.4366643209007741,0.4163043596818283,0.4509270832598156,0.4457838140751937,0.4001842130729721,0.3186866468094997,0.5860739266372512,0.40724843394121657,0.3715438468220907,0.506188837748223
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 3 min_samples_leaf: 2,0.4332629603565565,0.4133372693536495,0.444139152291257,0.4449056808535268,0.4048417244880131,0.31271147445869524,0.5728294004058241,0.4076911974100279,0.3663509669759599,0.4998215911309652
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 3 min_samples_leaf: 3,0.4373680506685433,0.4327529938966285,0.457949533982863,0.43095915492533504,0.4099285977935829,0.324429155845711,0.5766332202657012,0.4202496064881743,0.3793131925464602,0.493034343163987
