Model,Parameters,Accuracy,PrecisionRise,PrecisionFall,RecallRise,RecalFall,F1Rise,F1Fall
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 2 ,min_samples_leaf: 1",0.5826882477128783,0.6055625790139064,0.553968253968254,0.6302631578947369,0.5279878971255674,0.6176660219213411,0.5406661502711078
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 2 ,min_samples_leaf: 2",0.5791695988740324,0.6017587939698492,0.5504,0.6302631578947369,0.5204236006051437,0.615681233933162,0.5349922239502333
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 2 ,min_samples_leaf: 3",0.5756509500351865,0.6007702182284981,0.5451713395638629,0.6157894736842106,0.529500756429652,0.6081871345029239,0.5372217958557175
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 2 ,min_samples_leaf: 4",0.5819845179451091,0.6040100250626567,0.5537720706260032,0.6342105263157894,0.5219364599092284,0.6187419768934531,0.5373831775700935
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 2 ,min_samples_leaf: 5",0.5721323011963406,0.5959595959595959,0.5421303656597775,0.6210526315789474,0.5158850226928896,0.6082474226804124,0.5286821705426357
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 3 ,min_samples_leaf: 1",0.5756509500351865,0.6059379217273954,0.5426470588235294,0.5907894736842105,0.5582450832072617,0.5982678214523651,0.5503355704697986
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 3 ,min_samples_leaf: 2",0.5812807881773399,0.6081258191349934,0.5501519756838906,0.6105263157894737,0.5476550680786687,0.6093237032173342,0.5489006823351024
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 3 ,min_samples_leaf: 3",0.5925404644616468,0.6113161131611317,0.5674342105263158,0.6539473684210526,0.5219364599092284,0.6319135410044501,0.5437352245862885
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 3 ,min_samples_leaf: 4",0.5728360309641097,0.5984555984555985,0.5419254658385093,0.6118421052631579,0.5279878971255674,0.6050748210800261,0.5348659003831419
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 3 ,min_samples_leaf: 5",0.5862068965517241,0.6102564102564103,0.5569422776911076,0.6263157894736842,0.5400907715582449,0.6181818181818182,0.5483870967741934
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 4 ,min_samples_leaf: 1",0.5594651653764954,0.5876963350785339,0.5266362252663622,0.5907894736842105,0.5234493192133132,0.5892388451443571,0.5250379362670713
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 4 ,min_samples_leaf: 2",0.5693173821252641,0.5939086294416244,0.5387045813586098,0.6157894736842106,0.5158850226928896,0.6046511627906976,0.527047913446677
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 4 ,min_samples_leaf: 3",0.5749472202674173,0.6005154639175257,0.5441860465116279,0.6131578947368421,0.5310136157337367,0.6067708333333333,0.5375191424196017
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 4 ,min_samples_leaf: 4",0.5770584095707249,0.6020539152759948,0.5467289719626168,0.6171052631578947,0.5310136157337367,0.6094866796621182,0.5387567152724482
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 4 ,min_samples_leaf: 5",0.577762139338494,0.6023017902813299,0.5477308294209703,0.6197368421052631,0.529500756429652,0.6108949416342413,0.5384615384615384
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 5 ,min_samples_leaf: 1",0.5679099225897255,0.5943152454780362,0.5363214837712519,0.6052631578947368,0.5249621785173979,0.5997392438070404,0.5305810397553518
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 5 ,min_samples_leaf: 2",0.5833919774806474,0.6071428571428571,0.5541601255886971,0.6263157894736842,0.5340393343419062,0.616580310880829,0.5439137134052388
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 5 ,min_samples_leaf: 3",0.5833919774806474,0.6065989847715736,0.5545023696682464,0.6289473684210526,0.5310136157337367,0.6175710594315246,0.5425038639876353
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 5 ,min_samples_leaf: 4",0.577762139338494,0.599009900990099,0.5497553017944535,0.6368421052631579,0.5098335854765507,0.6173469387755102,0.5290423861852434
Random Forest,"window_size: 0 , max_depth: 5 ,min_samples_split: 5 ,min_samples_leaf: 5",0.5679099225897255,0.5935897435897436,0.5366614664586583,0.6092105263157894,0.5204236006051437,0.6012987012987013,0.5284178187403994
Random Forest,"window_size: 0 , max_depth: 6 ,min_samples_split: 2 ,min_samples_leaf: 1",0.5721323011963406,0.5959595959595959,0.5421303656597775,0.6210526315789474,0.5158850226928896,0.6082474226804124,0.5286821705426357
Random Forest,"window_size: 0 , max_depth: 6 ,min_samples_split: 2 ,min_samples_leaf: 2",0.5784658691062632,0.6038709677419355,0.5479876160990712,0.6157894736842106,0.5355521936459909,0.6097719869706839,0.5416985462892119
Random Forest,"window_size: 0 , max_depth: 6 ,min_samples_split: 2 ,min_samples_leaf: 3",0.577762139338494,0.6044386422976501,0.5465648854961832,0.6092105263157894,0.5416036308623298,0.6068152031454784,0.5440729483282676
Random Forest,"window_size: 0 , max_depth: 6 ,min_samples_split: 2 ,min_samples_leaf: 4",0.5763546798029556,0.6018041237113402,0.5457364341085271,0.6144736842105263,0.5325264750378215,0.6080729166666665,0.5390505359877489
