Column1;Column2
10.8.2019 0:00;22328759.703932315
11.8.2019 0:00;22105318.00191288
12.8.2019 0:00;19524931.176471043
13.8.2019 0:00;22707701.252915457
14.8.2019 0:00;20470025.883872394
15.8.2019 0:00;20141194.011264667
16.8.2019 0:00;19324169.85974962
17.8.2019 0:00;16831983.60669515
18.8.2019 0:00;16515142.7606117
19.8.2019 0:00;22051309.38763486
20.8.2019 0:00;21054451.368042085
21.8.2019 0:00;17818549.90767096
22.8.2019 0:00;18220839.277386475
23.8.2019 0:00;20039912.815608792
24.8.2019 0:00;20622762.39243033
25.8.2019 0:00;19798111.596328903
26.8.2019 0:00;18063858.85247662
27.8.2019 0:00;17519181.813721072
28.8.2019 0:00;19288852.78208429
29.8.2019 0:00;19961188.92677459
30.8.2019 0:00;19407234.427919023
31.8.2019 0:00;20133071.333845146
1.9.2019 0:00;17391824.895759996
2.9.2019 0:00;18794607.224791557
3.9.2019 0:00;21972723.64843657
4.9.2019 0:00;18360661.778771516
5.9.2019 0:00;22165458.65980202
6.9.2019 0:00;21444738.155831758
7.9.2019 0:00;19805291.39669049
8.9.2019 0:00;23395948.25998094
